Loading files... 
  Starting triples_ja.txt
  Finished triples_ja.txt, still running: 0
Loaded 77214 facts in 0.45 s using -66 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.8
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 2 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?b  <21092>  ?a   => ?a  <20383>  ?b	0.060367454	0.71875	0.884615385	23	32	26	?b	0.0	0.0	0.0
?b  <20072>  ?a   => ?a  <20383>  ?b	0.078740157	0.526315789	0.882352941	30	57	34	?b	0.0	0.0	0.0
?b  <20601>  ?a   => ?a  <20383>  ?b	0.026246719	0.158730159	0.909090909	10	63	11	?b	0.0	0.0	0.0
?b  <20240>  ?a   => ?a  <20383>  ?b	0.010498688	0.571428571	1	4	7	4	?b	0.0	0.0	0.0
?b  <20210>  ?a   => ?a  <20383>  ?b	0.052493438	0.37037037	0.833333333	20	54	24	?b	0.0	0.0	0.0
?a  <21089>  ?b   => ?a  <19867>  ?b	0.073412698	0.787234043	0.870588235	74	94	85	?b	0.0	0.0	0.0
?b  <20490>  ?a   => ?a  <19865>  ?b	0.011764706	0.285714286	1	2	7	2	?a	0.0	0.0	0.0
?b  <20665>  ?a   => ?a  <20631>  ?b	0.637589215	0.644230769	0.914675768	804	1248	879	?a	0.0	0.0	0.0
?b  <20646>  ?a   => ?a  <20051>  ?b	0.670682731	0.641321045	0.919603524	835	1302	908	?a	0.0	0.0	0.0
?b  <20358>  ?a   => ?a  <20358>  ?b	0.967391304	0.967391304	0.967391304	178	184	184	?b	0.0	0.0	0.0
?b  <21021>  ?a   => ?a  <20358>  ?b	0.027173913	0.001561524	1	5	3202	5	?b	0.0	0.0	0.0
?a  <21021>  ?b   => ?a  <20358>  ?b	0.027173913	0.001561524	1	5	3202	5	?b	0.0	0.0	0.0
?b  <20664>  ?a   => ?a  <20358>  ?b	0.02173913	0.001248829	0.8	4	3203	5	?b	0.0	0.0	0.0
?a  <20664>  ?b   => ?a  <20358>  ?b	0.02173913	0.001248829	1	4	3203	4	?b	0.0	0.0	0.0
?b  <20483>  ?a   => ?a  <20605>  ?b	0.316831683	0.680851064	1	32	47	32	?b	0.0	0.0	0.0
?b  <21028>  ?a   => ?a  <20605>  ?b	0.336633663	0.596491228	1	34	57	34	?b	0.0	0.0	0.0
?b  <20787>  ?a   => ?a  <20246>  ?b	0.461538462	0.692307692	1	54	78	54	?a	0.0	0.0	0.0
?b  <20612>  ?a   => ?a  <20246>  ?b	0.025641026	0.076923077	1	3	39	3	?a	0.0	0.0	0.0
?b  <20621>  ?a   => ?a  <20246>  ?b	0.213675214	0.641025641	1	25	39	25	?a	0.0	0.0	0.0
?b  <19993>  ?a   => ?a  <21088>  ?b	0.721556886	0.737003058	0.979674797	482	654	492	?a	0.0	0.0	0.0
?a  <20806>  ?b   => ?a  <21004>  ?b	0.162162162	0.620689655	0.9	18	29	20	?a	0.0	0.0	0.0
?a  <20657>  ?b   => ?a  <21004>  ?b	0.018018018	1	1	2	2	2	?a	0.0	0.0	0.0
?b  <20618>  ?a   => ?a  <20350>  ?b	0.782608696	0.8	0.988235294	252	315	255	?a	0.0	0.0	0.0
?b  <19877>  ?a   => ?a  <21005>  ?b	0.047297297	0.291666667	1	7	24	7	?a	0.0	0.0	0.0
?a  <20724>  ?b   => ?a  <21005>  ?b	0.013513514	0.095238095	1	2	21	2	?a	0.0	0.0	0.0
?b  <20852>  ?a   => ?a  <20871>  ?b	0.070588235	0.387096774	0.923076923	12	31	13	?a	0.0	0.0	0.0
?b  <20870>  ?a   => ?a  <20871>  ?b	0.376470588	0.262295082	0.876712329	64	244	73	?a	0.0	0.0	0.0
?b  <20645>  ?a   => ?a  <20871>  ?b	0.029411765	0.454545455	1	5	11	5	?a	0.0	0.0	0.0
?b  <20113>  ?a   => ?a  <20871>  ?b	0.070588235	0.164383562	1	12	73	12	?a	0.0	0.0	0.0
?b  <19943>  ?a   => ?a  <20871>  ?b	0.023529412	0.111111111	1	4	36	4	?a	0.0	0.0	0.0
?b  <20191>  ?a   => ?a  <20871>  ?b	0.011764706	0.071428571	1	2	28	2	?a	0.0	0.0	0.0
?b  <20871>  ?a   => ?a  <20870>  ?b	0.262295082	0.376470588	0.901408451	64	170	71	?b	0.0	0.0	0.0
?a  <20113>  ?b   => ?a  <20870>  ?b	0.032786885	0.109589041	0.8	8	73	10	?b	0.0	0.0	0.0
?a  <20645>  ?b   => ?a  <20870>  ?b	0.012295082	0.272727273	1	3	11	3	?b	0.0	0.0	0.0
?b  <20306>  ?a   => ?a  <20433>  ?b	0.040540541	0.75	0.857142857	6	8	7	?b	0.0	0.0	0.0
?b  <20617>  ?a   => ?a  <20182>  ?b	0.589439655	0.622298066	0.920875421	547	879	594	?a	0.0	0.0	0.0
?b  <21088>  ?a   => ?a  <19993>  ?b	0.737003058	0.721556886	0.979674797	482	668	492	?b	0.0	0.0	0.0
?a  <19827>  ?b   => ?a  <20950>  ?b	0.828025478	0.896551724	0.942028986	260	290	276	?a	0.0	0.0	0.0
?b  <19958>  ?a   => ?a  <20819>  ?b	0.079245283	0.651162791	0.893617021	84	129	94	?a	0.0	0.0	0.0
?b  <20015>  ?a   => ?a  <20819>  ?b	0.030188679	0.571428571	0.864864865	32	56	37	?a	0.0	0.0	0.0
?b  <20897>  ?a   => ?a  <20897>  ?b	0.919917864	0.919917864	0.919917864	448	487	487	?b	0.0	0.0	0.0
?b  <20458>  ?a   => ?a  <20458>  ?b	0.62295082	0.62295082	0.808510638	76	122	94	?b	0.0	0.0	0.0
?a  <20225>  ?b   => ?a  <20675>  ?b	0.532163743	0.858490566	1	91	106	91	?a	0.0	0.0	0.0
?a  <19932>  ?b   => ?a  <20783>  ?b	0.033467202	0.925925926	0.925925926	25	27	27	?a	0.0	0.0	0.0
?a  <20553>  ?b   => ?a  <20565>  ?b	0.03313253	0.468085106	1	22	47	22	?a	0.0	0.0	0.0
?a  <20593>  ?b   => ?a  <20565>  ?b	0.024096386	0.372093023	0.842105263	16	43	19	?a	0.0	0.0	0.0
?a  <20498>  ?b   => ?a  <20565>  ?b	0.012048193	0.333333333	0.888888889	8	24	9	?a	0.0	0.0	0.0
?b  <20665>  ?a   => ?a  <20127>  ?b	0.019495413	0.013621795	0.944444444	17	1248	18	?b	0.0	0.0	0.0
?b  <20182>  ?a   => ?a  <20127>  ?b	0.013761468	0.012931034	0.8	12	928	15	?b	0.0	0.0	0.0
?a  <20646>  ?b   => ?a  <20127>  ?b	0.029816514	0.019969278	0.896551724	26	1302	29	?b	0.0	0.0	0.0
?a  <20631>  ?b   => ?a  <20127>  ?b	0.025229358	0.017446471	0.814814815	22	1261	27	?b	0.0	0.0	0.0
?a  <20051>  ?b   => ?a  <20127>  ?b	0.028669725	0.020080321	0.961538462	25	1245	26	?b	0.0	0.0	0.0
?a  <20617>  ?b   => ?a  <20127>  ?b	0.018348624	0.018202503	1	16	879	16	?b	0.0	0.0	0.0
?a  <20665>  ?b   => ?a  <20127>  ?b	0.019495413	0.013621795	0.944444444	17	1248	18	?b	0.0	0.0	0.0
?a  <20182>  ?b   => ?a  <20127>  ?b	0.017201835	0.016163793	0.9375	15	928	16	?b	0.0	0.0	0.0
?a  <20288>  ?b   => ?a  <20127>  ?b	0.016055046	0.015873016	0.933333333	14	882	15	?b	0.0	0.0	0.0
?a  <20169>  ?b   => ?a  <20127>  ?b	0.016055046	0.015300546	0.933333333	14	915	15	?b	0.0	0.0	0.0
?a  <20961>  ?b   => ?a  <20701>  ?b	0.015151515	0.75	1	3	4	3	?a	0.0	0.0	0.0
?b  <20256>  ?a   => ?a  <21107>  ?b	0.341954023	0.489711934	0.856115108	119	243	139	?b	0.0	0.0	0.0
?b  <20714>  ?a   => ?a  <21107>  ?b	0.034482759	0.545454545	0.8	12	22	15	?b	0.0	0.0	0.0
?a  <20218>  ?b   => ?a  <21107>  ?b	0.028735632	0.769230769	0.909090909	10	13	11	?b	0.0	0.0	0.0
?b  <20824>  ?a   => ?a  <20453>  ?b	0.04494382	0.487804878	0.8	20	41	25	?a	0.0	0.0	0.0
?a  <21005>  ?b   => ?a  <20123>  ?b	0.03125	0.040540541	0.857142857	6	148	7	?a	0.0	0.0	0.0
?a  <20950>  ?b   => ?a  <19827>  ?b	0.896551724	0.828025478	0.955882353	260	314	272	?a	0.0	0.0	0.0
?b  <20051>  ?a   => ?a  <20646>  ?b	0.641321045	0.670682731	0.918591859	835	1245	909	?a	0.0	0.0	0.0
?b  <20061>  ?a   => ?a  <20287>  ?b	0.051181102	0.146067416	0.928571429	13	89	14	?a	0.0	0.0	0.0
?b  <20117>  ?a   => ?a  <20287>  ?b	0.039370079	0.454545455	0.909090909	10	22	11	?a	0.0	0.0	0.0
?b  <20169>  ?a   => ?a  <20288>  ?b	0.637188209	0.61420765	0.925864909	562	915	607	?a	0.0	0.0	0.0
?b  <20217>  ?a   => ?a  <20286>  ?b	0.02757715	0.3	1	42	140	42	?a	0.0	0.0	0.0
?b  <21043>  ?a   => ?a  <20286>  ?b	0.019041366	0.557692308	0.878787879	29	52	33	?a	0.0	0.0	0.0
?b  <20933>  ?a   => ?a  <20286>  ?b	0.061720289	0.130555556	0.959183673	94	720	98	?a	0.0	0.0	0.0
?a  <20872>  ?b   => ?a  <20286>  ?b	0.01116218	0.53125	0.894736842	17	32	19	?a	0.0	0.0	0.0
?a  <20517>  ?b  ?b  <20783>  ?a   => ?a  <19986>  ?b	0.015503876	0.095238095	0.8	4	42	5	?a	0.0	0.0	0.0
?a  <19986>  ?f  ?b  <20699>  ?f   => ?a  <19986>  ?b	0.108527132	1	1	28	28	28	?a	0.0	0.0	0.0
?a  <19986>  ?f  ?f  <20699>  ?b   => ?a  <19986>  ?b	0.108527132	1	1	28	28	28	?a	0.0	0.0	0.0
?a  <20395>  ?f  ?f  <21068>  ?b   => ?a  <19986>  ?b	0.011627907	0.428571429	1	3	7	3	?a	0.0	0.0	0.0
?e  <20857>  ?a  ?e  <21068>  ?b   => ?a  <19986>  ?b	0.011627907	0.176470588	1	3	17	3	?a	0.0	0.0	0.0
?b  <20350>  ?a  ?a  <20350>  ?b   => ?a  <20618>  ?b	0.015873016	0.833333333	1	5	6	5	?b	0.0	0.0	0.0
?b  <20350>  ?a  ?b  <20618>  ?a   => ?a  <20618>  ?b	0.012698413	0.8	1	4	5	4	?b	0.0	0.0	0.0
?b  <19889>  ?f  ?f  <20350>  ?a   => ?a  <20618>  ?b	0.015873016	0.833333333	0.833333333	5	6	6	?b	0.0	0.0	0.0
?b  <19889>  ?f  ?a  <20618>  ?f   => ?a  <20618>  ?b	0.015873016	0.833333333	0.833333333	5	6	6	?b	0.0	0.0	0.0
?f  <19889>  ?b  ?a  <20618>  ?f   => ?a  <20618>  ?b	0.015873016	0.833333333	0.833333333	5	6	6	?b	0.0	0.0	0.0
?e  <19889>  ?b  ?e  <20350>  ?a   => ?a  <20618>  ?b	0.015873016	0.833333333	0.833333333	5	6	6	?b	0.0	0.0	0.0
?a  <20272>  ?f  ?b  <20453>  ?f   => ?a  <19903>  ?b	0.315384615	0.788461538	0.953488372	41	52	43	?b	0.0	0.0	0.0
?b  <20453>  ?f  ?a  <20859>  ?f   => ?a  <19903>  ?b	0.038461538	0.5	0.833333333	5	10	6	?b	0.0	0.0	0.0
?a  <19903>  ?f  ?b  <20467>  ?f   => ?a  <19903>  ?b	0.138461538	0.352941176	0.9	18	51	20	?b	0.0	0.0	0.0
?b  <20467>  ?f  ?a  <20647>  ?f   => ?a  <19903>  ?b	0.023076923	0.3	1	3	10	3	?b	0.0	0.0	0.0
?a  <19937>  ?f  ?b  <20467>  ?f   => ?a  <19903>  ?b	0.015384615	0.285714286	1	2	7	2	?b	0.0	0.0	0.0
?b  <20467>  ?f  ?a  <20736>  ?f   => ?a  <19903>  ?b	0.015384615	0.5	1	2	4	2	?b	0.0	0.0	0.0
?f  <19903>  ?b  ?a  <20859>  ?f   => ?a  <19903>  ?b	0.123076923	1	1	16	16	16	?b	0.0	0.0	0.0
?f  <20181>  ?b  ?a  <20859>  ?f   => ?a  <19903>  ?b	0.030769231	1	1	4	4	4	?b	0.0	0.0	0.0
?f  <20647>  ?b  ?a  <20859>  ?f   => ?a  <19903>  ?b	0.030769231	1	1	4	4	4	?b	0.0	0.0	0.0
?f  <19937>  ?b  ?a  <20859>  ?f   => ?a  <19903>  ?b	0.023076923	1	1	3	3	3	?b	0.0	0.0	0.0
?f  <20736>  ?b  ?a  <20859>  ?f   => ?a  <19903>  ?b	0.015384615	1	1	2	2	2	?b	0.0	0.0	0.0
?f  <20467>  ?b  ?a  <20647>  ?f   => ?a  <19903>  ?b	0.076923077	0.384615385	0.833333333	10	26	12	?b	0.0	0.0	0.0
?a  <20272>  ?f  ?f  <20536>  ?b   => ?a  <19903>  ?b	0.023076923	1	1	3	3	3	?b	0.0	0.0	0.0
?f  <20181>  ?b  ?a  <20272>  ?f   => ?a  <19903>  ?b	0.015384615	1	1	2	2	2	?b	0.0	0.0	0.0
?a  <19937>  ?f  ?f  <20467>  ?b   => ?a  <19903>  ?b	0.023076923	0.25	1	3	12	3	?b	0.0	0.0	0.0
?b  <20286>  ?f  ?a  <21062>  ?f   => ?a  <20942>  ?b	0.030023095	0.064356436	0.928571429	13	202	14	?b	0.0	0.0	0.0
?b  <20061>  ?f  ?a  <20100>  ?f   => ?a  <20942>  ?b	0.018475751	0.666666667	1	8	12	8	?b	0.0	0.0	0.0
?b  <20872>  ?f  ?a  <21062>  ?f   => ?a  <20942>  ?b	0.016166282	0.368421053	1	7	19	7	?b	0.0	0.0	0.0
?a  <20100>  ?f  ?f  <20613>  ?b   => ?a  <20942>  ?b	0.131639723	0.606382979	0.850746269	57	94	67	?b	0.0	0.0	0.0
?a  <20100>  ?f  ?f  <21021>  ?b   => ?a  <20942>  ?b	0.020785219	0.126760563	0.9	9	71	10	?b	0.0	0.0	0.0
?f  <20324>  ?b  ?a  <21062>  ?f   => ?a  <20942>  ?b	0.087759815	0.88372093	0.88372093	38	43	43	?b	0.0	0.0	0.0
?f  <20634>  ?b  ?a  <21062>  ?f   => ?a  <20942>  ?b	0.048498845	0.777777778	0.807692308	21	27	26	?b	0.0	0.0	0.0
?f  <20506>  ?b  ?a  <21064>  ?f   => ?a  <20506>  ?b	0.011984021	0.818181818	0.818181818	9	11	11	?b	0.0	0.0	0.0
?f  <20506>  ?b  ?a  <20506>  ?f   => ?a  <20506>  ?b	0.03195739	0.96	0.96	24	25	25	?b	0.0	0.0	0.0
?b  <19963>  ?a  ?a  <21089>  ?b   => ?a  <21040>  ?b	0.011049724	0.5	1	2	4	2	?a	0.0	0.0	0.0
?a  <19993>  ?f  ?f  <20943>  ?b   => ?a  <20943>  ?b	0.04345273	0.718446602	0.807272727	222	309	275	?a	0.0	0.0	0.0
?f  <20943>  ?b  ?a  <21088>  ?f   => ?a  <20943>  ?b	0.044627129	0.703703704	0.802816901	228	324	284	?a	0.0	0.0	0.0
?e  <20943>  ?b  ?e  <21088>  ?a   => ?a  <20943>  ?b	0.044627129	0.598425197	0.80565371	228	381	283	?a	0.0	0.0	0.0
?e  <19993>  ?a  ?e  <20943>  ?b   => ?a  <20943>  ?b	0.042865531	0.580901857	0.817164179	219	377	268	?a	0.0	0.0	0.0
?a  <19827>  ?f  ?f  <20950>  ?b   => ?a  <20367>  ?b	0.802083333	1	1	231	231	231	?a	0.0	0.0	0.0
?f  <19827>  ?b  ?a  <19827>  ?f   => ?a  <20367>  ?b	0.725694444	0.95	0.95	209	220	220	?a	0.0	0.0	0.0
?f  <20950>  ?b  ?a  <20950>  ?f   => ?a  <20367>  ?b	0.8125	0.893129771	0.995744681	234	262	235	?a	0.0	0.0	0.0
?f  <19827>  ?b  ?a  <20950>  ?f   => ?a  <20367>  ?b	0.732638889	0.833992095	0.92139738	211	253	229	?a	0.0	0.0	0.0
?e  <20212>  ?b  ?e  <20950>  ?a   => ?a  <20367>  ?b	0.381944444	0.94017094	1	110	117	110	?a	0.0	0.0	0.0
?e  <19827>  ?a  ?e  <20212>  ?b   => ?a  <20367>  ?b	0.364583333	0.875	0.990566038	105	120	106	?a	0.0	0.0	0.0
?e  <20540>  ?b  ?e  <20675>  ?a   => ?a  <20367>  ?b	0.215277778	0.925373134	0.96875	62	67	64	?a	0.0	0.0	0.0
?e  <20225>  ?a  ?e  <20540>  ?b   => ?a  <20367>  ?b	0.152777778	1	1	44	44	44	?a	0.0	0.0	0.0
?e  <20367>  ?a  ?e  <20886>  ?b   => ?a  <20367>  ?b	0.267361111	0.93902439	1	77	82	77	?a	0.0	0.0	0.0
?e  <20705>  ?a  ?e  <21105>  ?b   => ?a  <20367>  ?b	0.048611111	0.823529412	1	14	17	14	?a	0.0	0.0	0.0
?e  <20090>  ?a  ?e  <21105>  ?b   => ?a  <20367>  ?b	0.048611111	0.777777778	0.875	14	18	16	?a	0.0	0.0	0.0
?e  <20520>  ?a  ?e  <20934>  ?b   => ?a  <20367>  ?b	0.038194444	0.846153846	1	11	13	11	?a	0.0	0.0	0.0
?b  <20974>  ?f  ?f  <21021>  ?a   => ?a  <20365>  ?b	0.013157895	0.75	0.9	9	12	10	?a	0.0	0.0	0.0
?a  <20664>  ?f  ?b  <20974>  ?f   => ?a  <20365>  ?b	0.014619883	0.666666667	0.909090909	10	15	11	?a	0.0	0.0	0.0
?f  <20361>  ?b  ?a  <21021>  ?f   => ?a  <20365>  ?b	0.032163743	0.090909091	0.88	22	242	25	?a	0.0	0.0	0.0
?f  <20361>  ?b  ?a  <20613>  ?f   => ?a  <20365>  ?b	0.058479532	0.588235294	0.869565217	40	68	46	?a	0.0	0.0	0.0
?a  <20721>  ?f  ?f  <20776>  ?b   => ?a  <20365>  ?b	0.014619883	0.5	0.833333333	10	20	12	?a	0.0	0.0	0.0
?e  <20361>  ?b  ?e  <20664>  ?a   => ?a  <20365>  ?b	0.043859649	0.108695652	0.857142857	30	276	35	?a	0.0	0.0	0.0
?e  <19833>  ?a  ?e  <20361>  ?b   => ?a  <20365>  ?b	0.011695906	0.2	1	8	40	8	?a	0.0	0.0	0.0
?e  <20365>  ?b  ?e  <20721>  ?a   => ?a  <20365>  ?b	0.048245614	0.507692308	0.891891892	33	65	37	?a	0.0	0.0	0.0
?e  <20061>  ?a  ?e  <20798>  ?b   => ?a  <20365>  ?b	0.01754386	0.235294118	0.8	12	51	15	?a	0.0	0.0	0.0
?b  <20664>  ?a  ?b  <21107>  ?a   => ?a  <20256>  ?b	0.032921811	0.571428571	1	8	14	8	?a	0.0	0.0	0.0
?a  <21021>  ?b  ?b  <21107>  ?a   => ?a  <20256>  ?b	0.049382716	0.857142857	1	12	14	12	?a	0.0	0.0	0.0
?a  <20714>  ?b  ?b  <21107>  ?a   => ?a  <20256>  ?b	0.037037037	0.75	1	9	12	9	?a	0.0	0.0	0.0
?b  <20218>  ?a  ?b  <21107>  ?a   => ?a  <20256>  ?b	0.024691358	0.6	1	6	10	6	?a	0.0	0.0	0.0
?b  <20641>  ?a  ?b  <21028>  ?a   => ?a  <20256>  ?b	0.012345679	0.5	1	3	6	3	?a	0.0	0.0	0.0
?b  <20960>  ?f  ?a  <21020>  ?f   => ?a  <20256>  ?b	0.497942387	0.923664122	1	121	131	121	?a	0.0	0.0	0.0
?b  <20945>  ?f  ?f  <21107>  ?a   => ?a  <20256>  ?b	0.016460905	0.666666667	1	4	6	4	?a	0.0	0.0	0.0
?b  <20945>  ?f  ?a  <21020>  ?f   => ?a  <20256>  ?b	0.020576132	1	1	5	5	5	?a	0.0	0.0	0.0
?f  <20960>  ?b  ?a  <21020>  ?f   => ?a  <20256>  ?b	0.481481481	0.959016393	1	117	122	117	?a	0.0	0.0	0.0
?a  <20088>  ?b  ?a  <20480>  ?b   => ?a  <20999>  ?b	0.024193548	1	1	3	3	3	?a	0.0	0.0	0.0
?a  <20297>  ?f  ?b  <20315>  ?f   => ?a  <20999>  ?b	0.016129032	0.5	1	2	4	2	?a	0.0	0.0	0.0
?f  <20999>  ?b  ?a  <21028>  ?f   => ?a  <20999>  ?b	0.088709677	0.785714286	0.916666667	11	14	12	?a	0.0	0.0	0.0
?a  <20605>  ?f  ?f  <20999>  ?b   => ?a  <20999>  ?b	0.088709677	0.733333333	0.846153846	11	15	13	?a	0.0	0.0	0.0
?f  <19865>  ?b  ?a  <20821>  ?f   => ?a  <20999>  ?b	0.032258065	0.133333333	0.8	4	30	5	?a	0.0	0.0	0.0
?e  <20999>  ?b  ?e  <21028>  ?a   => ?a  <20999>  ?b	0.088709677	0.407407407	0.846153846	11	27	13	?a	0.0	0.0	0.0
?e  <20605>  ?a  ?e  <20999>  ?b   => ?a  <20999>  ?b	0.088709677	0.44	0.916666667	11	25	12	?a	0.0	0.0	0.0
?b  <20113>  ?f  ?a  <20582>  ?f   => ?a  <20582>  ?b	0.014925373	1	1	6	6	6	?b	0.0	0.0	0.0
?a  <20582>  ?f  ?b  <20804>  ?f   => ?a  <20582>  ?b	0.017412935	0.259259259	1	7	27	7	?b	0.0	0.0	0.0
?b  <20250>  ?f  ?a  <20582>  ?f   => ?a  <20582>  ?b	0.014925373	0.171428571	1	6	35	6	?b	0.0	0.0	0.0
?a  <19884>  ?f  ?f  <20871>  ?b   => ?a  <20582>  ?b	0.042288557	0.772727273	0.85	17	22	20	?b	0.0	0.0	0.0
?a  <20582>  ?f  ?f  <20804>  ?b   => ?a  <20582>  ?b	0.017412935	0.333333333	1	7	21	7	?b	0.0	0.0	0.0
?f  <20250>  ?b  ?a  <20582>  ?f   => ?a  <20582>  ?b	0.014925373	0.4	1	6	15	6	?b	0.0	0.0	0.0
?f  <20113>  ?b  ?a  <20582>  ?f   => ?a  <20582>  ?b	0.014925373	0.086956522	1	6	69	6	?b	0.0	0.0	0.0
?f  <20582>  ?b  ?a  <20582>  ?f   => ?a  <20582>  ?b	0.014925373	1	1	6	6	6	?b	0.0	0.0	0.0
?e  <20250>  ?a  ?e  <20741>  ?b   => ?a  <20502>  ?b	0.016260163	1	1	2	2	2	?b	0.0	0.0	0.0
?a  <20429>  ?f  ?b  <20819>  ?f   => ?a  <19958>  ?b	0.03875969	0.714285714	0.833333333	5	7	6	?b	0.0	0.0	0.0
?a  <19958>  ?f  ?f  <20392>  ?b   => ?a  <19958>  ?b	0.015503876	1	1	2	2	2	?b	0.0	0.0	0.0
?b  <20061>  ?a  ?a  <21021>  ?b   => ?a  <20613>  ?b	0.010869565	0.692307692	0.9	9	13	10	?a	0.0	0.0	0.0
