Loading files... 
  Starting triples_zh.txt
  Finished triples_zh.txt, still running: 0
Loaded 70414 facts in 0.47 s using -56 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.8
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 2 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  <19924>  ?b   => ?a  <20277>  ?b	0.01183432	1	1	2	2	2	?a	0.0	0.0	0.0
?a  <20478>  ?b   => ?a  <19563>  ?b	0.015503876	0.117647059	1	2	17	2	?a	0.0	0.0	0.0
?b  <20892>  ?a   => ?a  <20273>  ?b	0.667654687	0.70390625	0.868852459	1802	2560	2074	?b	0.0	0.0	0.0
?b  <20715>  ?a   => ?a  <20715>  ?b	0.95	0.95	0.969387755	190	200	196	?a	0.0	0.0	0.0
?a  <19665>  ?b   => ?a  <20823>  ?b	0.023076923	0.046153846	1	3	65	3	?b	0.0	0.0	0.0
?a  <20111>  ?b   => ?a  <20823>  ?b	0.015384615	0.022727273	1	2	88	2	?b	0.0	0.0	0.0
?a  <20757>  ?b   => ?a  <19863>  ?b	0.01980198	0.2	1	2	10	2	?a	0.0	0.0	0.0
?b  <19505>  ?a   => ?a  <20714>  ?b	0.017217631	0.806451613	0.925925926	25	31	27	?a	0.0	0.0	0.0
?b  <19582>  ?a   => ?a  <20714>  ?b	0.010330579	0.416666667	0.882352941	15	36	17	?a	0.0	0.0	0.0
?a  <20931>  ?b   => ?a  <20139>  ?b	0.01744186	0.428571429	1	3	7	3	?a	0.0	0.0	0.0
?a  <20439>  ?b   => ?a  <20792>  ?b	0.046025105	0.6875	0.916666667	11	16	12	?a	0.0	0.0	0.0
?a  <20210>  ?b   => ?a  <20792>  ?b	0.623430962	0.832402235	0.914110429	149	179	163	?a	0.0	0.0	0.0
?b  <20708>  ?a   => ?a  <21009>  ?b	0.203166227	0.534722222	1	77	144	77	?a	0.0	0.0	0.0
?a  <19744>  ?b   => ?a  <21009>  ?b	0.013192612	1	1	5	5	5	?a	0.0	0.0	0.0
?a  <19820>  ?b   => ?a  <20790>  ?b	0.421875	0.040940106	0.84375	54	1319	64	?a	0.0	0.0	0.0
?b  <19603>  ?a   => ?a  <20137>  ?b	0.019280206	0.326086957	0.833333333	15	46	18	?a	0.0	0.0	0.0
?b  <20999>  ?a   => ?a  <20137>  ?b	0.033419023	0.490566038	0.896551724	26	53	29	?a	0.0	0.0	0.0
?b  <20803>  ?a   => ?a  <20571>  ?b	0.094059406	0.11875	0.904761905	19	160	21	?a	0.0	0.0	0.0
?b  <20297>  ?a   => ?a  <20571>  ?b	0.217821782	0.392857143	0.956521739	44	112	46	?a	0.0	0.0	0.0
?b  <20315>  ?a   => ?a  <20571>  ?b	0.074257426	0.230769231	1	15	65	15	?a	0.0	0.0	0.0
?b  <21078>  ?a   => ?a  <19619>  ?b	0.018292683	0.375	1	3	8	3	?a	0.0	0.0	0.0
?b  <20470>  ?a   => ?a  <20241>  ?b	0.014084507	0.02247191	1	2	89	2	?a	0.0	0.0	0.0
?b  <19664>  ?a   => ?a  <20241>  ?b	0.014084507	1	1	2	2	2	?a	0.0	0.0	0.0
?a  <19820>  ?b   => ?a  <20241>  ?b	0.267605634	0.028809704	0.88372093	38	1319	43	?a	0.0	0.0	0.0
?a  <19758>  ?b   => ?a  <19835>  ?b	0.065359477	0.909090909	0.909090909	10	11	11	?a	0.0	0.0	0.0
?a  <20323>  ?b   => ?a  <19835>  ?b	0.058823529	0.692307692	0.818181818	9	13	11	?a	0.0	0.0	0.0
?b  <20629>  ?a   => ?a  <19725>  ?b	0.0651341	0.2	0.944444444	17	85	18	?b	0.0	0.0	0.0
?b  <19776>  ?a   => ?a  <19725>  ?b	0.766283525	0.769230769	0.843881857	200	260	237	?b	0.0	0.0	0.0
?a  <20222>  ?b   => ?a  <19725>  ?b	0.068965517	0.339622642	0.947368421	18	53	19	?b	0.0	0.0	0.0
?b  <19782>  ?a   => ?a  <20297>  ?b	0.116071429	0.590909091	0.928571429	13	22	14	?b	0.0	0.0	0.0
?b  <20571>  ?a   => ?a  <20297>  ?b	0.392857143	0.217821782	0.916666667	44	202	48	?b	0.0	0.0	0.0
?a  <20315>  ?b   => ?a  <20297>  ?b	0.080357143	0.138461538	1	9	65	9	?b	0.0	0.0	0.0
?a  <20803>  ?b   => ?a  <20297>  ?b	0.089285714	0.0625	0.909090909	10	160	11	?b	0.0	0.0	0.0
?a  <19853>  ?b   => ?a  <19723>  ?b	0.092715232	0.054474708	0.875	14	257	16	?a	0.0	0.0	0.0
?b  <19457>  ?a   => ?a  <19693>  ?b	0.011464968	0.204545455	0.9	9	44	10	?b	0.0	0.0	0.0
?a  <19835>  ?b   => ?a  <19693>  ?b	0.140127389	0.718954248	0.859375	110	153	128	?b	0.0	0.0	0.0
?b  <19490>  ?a   => ?a  <19722>  ?b	0.037383178	0.095238095	1	4	42	4	?b	0.0	0.0	0.0
?b  <19463>  ?a   => ?a  <19722>  ?b	0.018691589	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?a  <20065>  ?b   => ?a  <20105>  ?b	0.029339853	0.047808765	0.8	12	251	15	?a	0.0	0.0	0.0
?b  <19496>  ?a   => ?a  <19776>  ?b	0.080769231	0.636363636	0.875	21	33	24	?b	0.0	0.0	0.0
?b  <19725>  ?a   => ?a  <19776>  ?b	0.769230769	0.766283525	0.836820084	200	261	239	?b	0.0	0.0	0.0
?b  <20222>  ?a   => ?a  <19776>  ?b	0.073076923	0.358490566	0.95	19	53	20	?b	0.0	0.0	0.0
?a  <20629>  ?b   => ?a  <19776>  ?b	0.065384615	0.2	0.944444444	17	85	18	?b	0.0	0.0	0.0
?a  <20439>  ?b   => ?a  <20210>  ?b	0.05027933	0.5625	0.9	9	16	10	?a	0.0	0.0	0.0
?a  <20792>  ?b   => ?a  <20210>  ?b	0.832402235	0.623430962	0.81420765	149	239	183	?a	0.0	0.0	0.0
?a  <19474>  ?b   => ?a  <20210>  ?b	0.027932961	0.333333333	0.833333333	5	15	6	?a	0.0	0.0	0.0
?b  <19553>  ?a   => ?a  <19666>  ?b	0.035294118	0.070588235	0.857142857	6	85	7	?b	0.0	0.0	0.0
?b  <20101>  ?a   => ?a  <19666>  ?b	0.011764706	0.153846154	1	2	13	2	?b	0.0	0.0	0.0
?b  <20567>  ?a   => ?a  <19666>  ?b	0.011764706	0.222222222	1	2	9	2	?b	0.0	0.0	0.0
?b  <19448>  ?a   => ?a  <19666>  ?b	0.011764706	0.222222222	1	2	9	2	?b	0.0	0.0	0.0
?b  <20113>  ?a   => ?a  <21050>  ?b	0.495327103	0.609195402	0.929824561	53	87	57	?b	0.0	0.0	0.0
?b  <20453>  ?a   => ?a  <19771>  ?b	0.03030303	0.5	1	4	8	4	?a	0.0	0.0	0.0
?b  <19510>  ?a   => ?a  <19771>  ?b	0.128787879	0.283333333	0.80952381	17	60	21	?a	0.0	0.0	0.0
?a  <20741>  ?b   => ?a  <19771>  ?b	0.151515152	0.526315789	0.952380952	20	38	21	?a	0.0	0.0	0.0
?a  <20292>  ?b   => ?a  <19771>  ?b	0.075757576	0.588235294	0.833333333	10	17	12	?a	0.0	0.0	0.0
?a  <19911>  ?b   => ?a  <19771>  ?b	0.03030303	0.2	0.8	4	20	5	?a	0.0	0.0	0.0
?b  <21009>  ?a   => ?a  <20708>  ?b	0.534722222	0.203166227	0.987179487	77	379	78	?b	0.0	0.0	0.0
?a  <19528>  ?b   => ?a  <20708>  ?b	0.013888889	1	1	2	2	2	?b	0.0	0.0	0.0
?a  <20554>  ?b   => ?a  <20708>  ?b	0.243055556	0.466666667	0.853658537	35	75	41	?b	0.0	0.0	0.0
?b  <20748>  ?a   => ?a  <20263>  ?b	0.042075736	0.555555556	0.833333333	30	54	36	?a	0.0	0.0	0.0
?a  <21049>  ?b   => ?a  <20044>  ?b	0.109677419	1	1	17	17	17	?b	0.0	0.0	0.0
?b  <19433>  ?a   => ?a  <20042>  ?b	0.037288136	0.080291971	0.916666667	11	137	12	?b	0.0	0.0	0.0
?b  <20042>  ?a   => ?a  <20042>  ?b	0.450847458	0.450847458	0.963768116	133	295	138	?b	0.0	0.0	0.0
?b  <19430>  ?a   => ?a  <20042>  ?b	0.023728814	0.318181818	0.875	7	22	8	?b	0.0	0.0	0.0
?a  <20712>  ?b   => ?a  <19856>  ?b	0.1875	0.851002865	0.871819961	891	1047	1022	?a	0.0	0.0	0.0
?a  <19723>  ?b   => ?a  <19853>  ?b	0.054474708	0.092715232	0.823529412	14	151	17	?a	0.0	0.0	0.0
?b  <20009>  ?a   => ?a  <19522>  ?b	0.015384615	0.069767442	1	3	43	3	?a	0.0	0.0	0.0
?b  <20852>  ?a   => ?a  <20096>  ?b	0.753846154	0.736842105	0.984924623	196	266	199	?a	0.0	0.0	0.0
?b  <20273>  ?a   => ?a  <20892>  ?b	0.70390625	0.667654687	0.860965122	1802	2699	2093	?b	0.0	0.0	0.0
?a  <20493>  ?b   => ?a  <19935>  ?b	0.012875536	1	1	3	3	3	?b	0.0	0.0	0.0
?b  <19965>  ?a   => ?a  <20866>  ?b	0.022026432	0.606060606	1	20	33	20	?a	0.0	0.0	0.0
?a  <20543>  ?b   => ?a  <20398>  ?b	0.019607843	0.093023256	1	4	43	4	?a	0.0	0.0	0.0
?b  <19522>  ?a   => ?a  <20755>  ?b	0.215841584	0.558974359	0.813432836	109	195	134	?b	0.0	0.0	0.0
?b  <20316>  ?a   => ?a  <20316>  ?b	0.012315271	0.012315271	0.833333333	10	812	12	?b	0.0	0.0	0.0
?b  <20989>  ?a   => ?a  <19820>  ?b	0.029567854	0.378640777	0.886363636	39	103	44	?a	0.0	0.0	0.0
?b  <19696>  ?a   => ?a  <19820>  ?b	0.06823351	0.403587444	0.947368421	90	223	95	?a	0.0	0.0	0.0
?b  <20470>  ?a   => ?a  <19820>  ?b	0.017437453	0.258426966	0.958333333	23	89	24	?a	0.0	0.0	0.0
?a  <19635>  ?b   => ?a  <19820>  ?b	0.089461713	0.262806236	0.842857143	118	449	140	?a	0.0	0.0	0.0
?a  <20790>  ?b   => ?a  <19820>  ?b	0.040940106	0.421875	0.885245902	54	128	61	?a	0.0	0.0	0.0
?a  <20241>  ?b   => ?a  <19820>  ?b	0.028809704	0.267605634	0.863636364	38	142	44	?a	0.0	0.0	0.0
?a  <20772>  ?b   => ?a  <20065>  ?b	0.023904382	0.006968641	1	6	861	6	?a	0.0	0.0	0.0
?b  <19494>  ?f  ?f  <20859>  ?a   => ?a  <20618>  ?b	0.038461538	0.126984127	0.8	8	63	10	?a	0.0	0.0	0.0
?f  <20755>  ?a  ?b  <21081>  ?f   => ?a  <20618>  ?b	0.024038462	0.555555556	0.833333333	5	9	6	?a	0.0	0.0	0.0
?a  <20422>  ?f  ?b  <21081>  ?f   => ?a  <20618>  ?b	0.043269231	0.818181818	0.9	9	11	10	?a	0.0	0.0	0.0
?b  <20367>  ?f  ?f  <20755>  ?a   => ?a  <20618>  ?b	0.019230769	0.307692308	1	4	13	4	?a	0.0	0.0	0.0
?f  <20273>  ?a  ?b  <20367>  ?f   => ?a  <20618>  ?b	0.014423077	0.375	1	3	8	3	?a	0.0	0.0	0.0
?b  <20367>  ?f  ?a  <20422>  ?f   => ?a  <20618>  ?b	0.019230769	0.363636364	1	4	11	4	?a	0.0	0.0	0.0
?b  <20367>  ?f  ?a  <20892>  ?f   => ?a  <20618>  ?b	0.014423077	0.333333333	1	3	9	3	?a	0.0	0.0	0.0
?a  <19522>  ?f  ?b  <20367>  ?f   => ?a  <20618>  ?b	0.014423077	1	1	3	3	3	?a	0.0	0.0	0.0
?b  <20367>  ?f  ?a  <20755>  ?f   => ?a  <20618>  ?b	0.014423077	0.272727273	1	3	11	3	?a	0.0	0.0	0.0
?f  <19657>  ?b  ?a  <20422>  ?f   => ?a  <20618>  ?b	0.028846154	0.461538462	1	6	13	6	?a	0.0	0.0	0.0
?f  <19516>  ?b  ?a  <20273>  ?f   => ?a  <20618>  ?b	0.028846154	0.260869565	1	6	23	6	?a	0.0	0.0	0.0
?a  <20273>  ?f  ?f  <20618>  ?b   => ?a  <20618>  ?b	0.173076923	0.537313433	0.8	36	67	45	?a	0.0	0.0	0.0
?f  <19657>  ?b  ?a  <20273>  ?f   => ?a  <20618>  ?b	0.019230769	0.444444444	1	4	9	4	?a	0.0	0.0	0.0
?f  <20618>  ?b  ?a  <20892>  ?f   => ?a  <20618>  ?b	0.158653846	0.515625	0.825	33	64	40	?a	0.0	0.0	0.0
?f  <19516>  ?b  ?a  <20892>  ?f   => ?a  <20618>  ?b	0.024038462	0.208333333	0.833333333	5	24	6	?a	0.0	0.0	0.0
?f  <19657>  ?b  ?a  <20892>  ?f   => ?a  <20618>  ?b	0.014423077	0.333333333	1	3	9	3	?a	0.0	0.0	0.0
?a  <20241>  ?f  ?f  <21008>  ?b   => ?a  <20618>  ?b	0.024038462	0.384615385	1	5	13	5	?a	0.0	0.0	0.0
?e  <20273>  ?a  ?e  <20618>  ?b   => ?a  <20618>  ?b	0.173076923	0.43902439	0.818181818	36	82	44	?a	0.0	0.0	0.0
?e  <20422>  ?a  ?e  <20618>  ?b   => ?a  <20618>  ?b	0.173076923	0.375	0.818181818	36	96	44	?a	0.0	0.0	0.0
?e  <20618>  ?b  ?e  <20892>  ?a   => ?a  <20618>  ?b	0.158653846	0.445945946	0.804878049	33	74	41	?a	0.0	0.0	0.0
?e  <19516>  ?b  ?e  <19522>  ?a   => ?a  <20618>  ?b	0.038461538	0.307692308	0.888888889	8	26	9	?a	0.0	0.0	0.0
?e  <19516>  ?b  ?e  <20273>  ?a   => ?a  <20618>  ?b	0.019230769	0.121212121	1	4	33	4	?a	0.0	0.0	0.0
?e  <19516>  ?b  ?e  <20892>  ?a   => ?a  <20618>  ?b	0.024038462	0.178571429	0.833333333	5	28	6	?a	0.0	0.0	0.0
?e  <19657>  ?b  ?e  <20892>  ?a   => ?a  <20618>  ?b	0.019230769	0.307692308	1	4	13	4	?a	0.0	0.0	0.0
?e  <19516>  ?b  ?e  <20744>  ?a   => ?a  <20618>  ?b	0.014423077	1	1	3	3	3	?a	0.0	0.0	0.0
?e  <19657>  ?b  ?e  <20273>  ?a   => ?a  <20618>  ?b	0.014423077	0.230769231	1	3	13	3	?a	0.0	0.0	0.0
?e  <19657>  ?b  ?e  <20422>  ?a   => ?a  <20618>  ?b	0.014423077	0.272727273	1	3	11	3	?a	0.0	0.0	0.0
?a  <19876>  ?f  ?b  <20826>  ?f   => ?a  <19876>  ?b	0.044534413	1	1	11	11	11	?a	0.0	0.0	0.0
?a  <19876>  ?f  ?f  <20826>  ?b   => ?a  <19876>  ?b	0.044534413	1	1	11	11	11	?a	0.0	0.0	0.0
?a  <21037>  ?f  ?f  <21078>  ?b   => ?a  <19876>  ?b	0.012145749	0.75	1	3	4	3	?a	0.0	0.0	0.0
?f  <19876>  ?b  ?a  <20892>  ?f   => ?a  <19876>  ?b	0.04048583	0.263157895	0.833333333	10	38	12	?a	0.0	0.0	0.0
?f  <19876>  ?b  ?a  <20893>  ?f   => ?a  <19876>  ?b	0.020242915	0.3125	0.833333333	5	16	6	?a	0.0	0.0	0.0
?a  <19418>  ?f  ?f  <19876>  ?b   => ?a  <19876>  ?b	0.028340081	0.225806452	0.875	7	31	8	?a	0.0	0.0	0.0
?e  <19876>  ?b  ?e  <20273>  ?a   => ?a  <19876>  ?b	0.036437247	0.1875	0.818181818	9	48	11	?a	0.0	0.0	0.0
?e  <19418>  ?a  ?e  <19876>  ?b   => ?a  <19876>  ?b	0.032388664	0.347826087	1	8	23	8	?a	0.0	0.0	0.0
?e  <19876>  ?b  ?e  <20893>  ?a   => ?a  <19876>  ?b	0.024291498	0.25	0.857142857	6	24	7	?a	0.0	0.0	0.0
?b  <20297>  ?f  ?a  <20992>  ?f   => ?a  <19656>  ?b	0.012315271	1	1	5	5	5	?b	0.0	0.0	0.0
?a  <19656>  ?f  ?b  <19978>  ?f   => ?a  <19656>  ?b	0.012315271	0.277777778	1	5	18	5	?b	0.0	0.0	0.0
?a  <19656>  ?f  ?f  <19978>  ?b   => ?a  <19656>  ?b	0.012315271	1	1	5	5	5	?b	0.0	0.0	0.0
?a  <19656>  ?f  ?f  <20998>  ?b   => ?a  <19656>  ?b	0.012315271	0.138888889	0.833333333	5	36	6	?b	0.0	0.0	0.0
?a  <20246>  ?f  ?b  <20347>  ?f   => ?a  <20617>  ?b	0.02484472	0.571428571	0.8	4	7	5	?a	0.0	0.0	0.0
?a  <20258>  ?f  ?f  <20617>  ?b   => ?a  <20617>  ?b	0.01863354	1	1	3	3	3	?a	0.0	0.0	0.0
?f  <20617>  ?b  ?a  <20651>  ?f   => ?a  <20617>  ?b	0.01242236	0.666666667	1	2	3	2	?a	0.0	0.0	0.0
?e  <20258>  ?a  ?e  <20617>  ?b   => ?a  <20617>  ?b	0.01863354	0.014563107	1	3	206	3	?a	0.0	0.0	0.0
?a  <20246>  ?b  ?b  <20792>  ?a   => ?a  <20258>  ?b	0.039792388	0.657142857	0.958333333	23	35	24	?a	0.0	0.0	0.0
?b  <20210>  ?a  ?a  <20246>  ?b   => ?a  <20258>  ?b	0.019031142	0.55	0.916666667	11	20	12	?a	0.0	0.0	0.0
?a  <20258>  ?f  ?b  <20404>  ?f   => ?a  <20258>  ?b	0.010380623	0.857142857	0.857142857	6	7	7	?a	0.0	0.0	0.0
?b  <19748>  ?f  ?f  <20356>  ?a   => ?a  <20258>  ?b	0.010380623	0.461538462	0.857142857	6	13	7	?a	0.0	0.0	0.0
?b  <19748>  ?f  ?a  <20258>  ?f   => ?a  <20258>  ?b	0.017301038	1	1	10	10	10	?a	0.0	0.0	0.0
?a  <20505>  ?f  ?b  <21014>  ?f   => ?a  <20505>  ?b	0.010920437	1	1	7	7	7	?b	0.0	0.0	0.0
?a  <20505>  ?f  ?f  <21014>  ?b   => ?a  <20505>  ?b	0.010920437	1	1	7	7	7	?b	0.0	0.0	0.0
?a  <20612>  ?f  ?b  <21061>  ?f   => ?a  <20612>  ?b	0.019230769	0.08	1	2	25	2	?b	0.0	0.0	0.0
?f  <20612>  ?b  ?a  <20612>  ?f   => ?a  <20612>  ?b	0.086538462	1	1	9	9	9	?b	0.0	0.0	0.0
?a  <20789>  ?f  ?f  <20817>  ?b   => ?a  <20612>  ?b	0.038461538	0.137931034	1	4	29	4	?b	0.0	0.0	0.0
?e  <20227>  ?a  ?e  <20630>  ?b   => ?a  <20612>  ?b	0.115384615	0.171428571	0.923076923	12	70	13	?b	0.0	0.0	0.0
?e  <20789>  ?a  ?e  <20817>  ?b   => ?a  <20612>  ?b	0.028846154	0.136363636	1	3	22	3	?b	0.0	0.0	0.0
?e  <19529>  ?b  ?e  <20227>  ?a   => ?a  <20612>  ?b	0.038461538	0.571428571	1	4	7	4	?b	0.0	0.0	0.0
?b  <20712>  ?a  ?b  <20771>  ?a   => ?a  <20998>  ?b	0.023622047	0.06122449	1	3	49	3	?b	0.0	0.0	0.0
?b  <20801>  ?f  ?a  <20998>  ?f   => ?a  <20998>  ?b	0.078740157	0.454545455	1	10	22	10	?b	0.0	0.0	0.0
?a  <20524>  ?f  ?b  <20801>  ?f   => ?a  <20998>  ?b	0.023622047	0.214285714	1	3	14	3	?b	0.0	0.0	0.0
?a  <19442>  ?f  ?b  <20801>  ?f   => ?a  <20998>  ?b	0.023622047	0.12	1	3	25	3	?b	0.0	0.0	0.0
?a  <20404>  ?f  ?b  <20801>  ?f   => ?a  <20998>  ?b	0.023622047	0.090909091	1	3	33	3	?b	0.0	0.0	0.0
?b  <19645>  ?f  ?a  <20998>  ?f   => ?a  <20998>  ?b	0.023622047	0.75	1	3	4	3	?b	0.0	0.0	0.0
?b  <19645>  ?f  ?a  <20332>  ?f   => ?a  <20998>  ?b	0.015748031	1	1	2	2	2	?b	0.0	0.0	0.0
?a  <19442>  ?f  ?b  <20823>  ?f   => ?a  <20998>  ?b	0.015748031	1	1	2	2	2	?b	0.0	0.0	0.0
?b  <20823>  ?f  ?a  <20998>  ?f   => ?a  <20998>  ?b	0.015748031	1	1	2	2	2	?b	0.0	0.0	0.0
?b  <20736>  ?f  ?a  <20998>  ?f   => ?a  <20998>  ?b	0.015748031	0.4	1	2	5	2	?b	0.0	0.0	0.0
?f  <20801>  ?b  ?a  <20998>  ?f   => ?a  <20998>  ?b	0.062992126	0.666666667	1	8	12	8	?b	0.0	0.0	0.0
?f  <20823>  ?b  ?a  <20998>  ?f   => ?a  <20998>  ?b	0.047244094	1	1	6	6	6	?b	0.0	0.0	0.0
?f  <19645>  ?b  ?a  <20998>  ?f   => ?a  <20998>  ?b	0.015748031	1	1	2	2	2	?b	0.0	0.0	0.0
?f  <20736>  ?b  ?a  <20998>  ?f   => ?a  <20998>  ?b	0.015748031	1	1	2	2	2	?b	0.0	0.0	0.0
?a  <19442>  ?f  ?f  <20801>  ?b   => ?a  <20998>  ?b	0.023622047	0.75	1	3	4	3	?b	0.0	0.0	0.0
?e  <19975>  ?b  ?e  <20772>  ?a   => ?a  <20998>  ?b	0.031496063	0.022988506	1	4	174	4	?b	0.0	0.0	0.0
?b  <19722>  ?f  ?f  <20646>  ?a   => ?a  <19652>  ?b	0.028169014	1	1	8	8	8	?a	0.0	0.0	0.0
?b  <19722>  ?f  ?f  <20901>  ?a   => ?a  <19652>  ?b	0.014084507	1	1	4	4	4	?a	0.0	0.0	0.0
?b  <19722>  ?f  ?a  <21008>  ?f   => ?a  <19652>  ?b	0.017605634	0.714285714	1	5	7	5	?a	0.0	0.0	0.0
?b  <19722>  ?f  ?a  <20103>  ?f   => ?a  <19652>  ?b	0.014084507	0.8	1	4	5	4	?a	0.0	0.0	0.0
?a  <19484>  ?f  ?b  <20325>  ?f   => ?a  <19652>  ?b	0.014084507	1	1	4	4	4	?a	0.0	0.0	0.0
?f  <19652>  ?b  ?a  <20273>  ?f   => ?a  <19652>  ?b	0.088028169	0.892857143	0.892857143	25	28	28	?a	0.0	0.0	0.0
?a  <19484>  ?f  ?f  <19652>  ?b   => ?a  <19652>  ?b	0.091549296	0.393939394	0.866666667	26	66	30	?a	0.0	0.0	0.0
?f  <19652>  ?b  ?a  <20629>  ?f   => ?a  <19652>  ?b	0.073943662	0.954545455	1	21	22	21	?a	0.0	0.0	0.0
?f  <19652>  ?b  ?a  <20892>  ?f   => ?a  <19652>  ?b	0.073943662	0.84	0.954545455	21	25	22	?a	0.0	0.0	0.0
?f  <19652>  ?b  ?a  <20103>  ?f   => ?a  <19652>  ?b	0.059859155	0.80952381	0.85	17	21	20	?a	0.0	0.0	0.0
?f  <19652>  ?b  ?a  <19840>  ?f   => ?a  <19652>  ?b	0.077464789	0.846153846	1	22	26	22	?a	0.0	0.0	0.0
?f  <19652>  ?b  ?a  <20006>  ?f   => ?a  <19652>  ?b	0.073943662	0.875	1	21	24	21	?a	0.0	0.0	0.0
?a  <20006>  ?f  ?f  <20402>  ?b   => ?a  <19652>  ?b	0.031690141	0.75	1	9	12	9	?a	0.0	0.0	0.0
?f  <19652>  ?b  ?a  <20893>  ?f   => ?a  <19652>  ?b	0.056338028	1	1	16	16	16	?a	0.0	0.0	0.0
?a  <19937>  ?f  ?f  <19964>  ?b   => ?a  <19652>  ?b	0.01056338	0.75	1	3	4	3	?a	0.0	0.0	0.0
