Loading files... 
  Starting triples_en.txt
  Finished triples_en.txt, still running: 0
Loaded 95142 facts in 0.93 s using 32 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.8
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 2 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?b  <20546>  ?a   => ?a  <20081>  ?b	0.011268513	0.673076923	0.897435897	35	52	39	?a	0.0	0.0	0.0
?a  <20762>  ?b   => ?a  <20081>  ?b	0.065035415	0.734545455	0.838174274	202	275	241	?a	0.0	0.0	0.0
?a  <20873>  ?b   => ?a  <20081>  ?b	0.124919511	0.705454545	0.871910112	388	550	445	?a	0.0	0.0	0.0
?a  <20349>  ?b   => ?a  <20081>  ?b	0.03219575	0.699300699	0.884955752	100	143	113	?a	0.0	0.0	0.0
?a  <20050>  ?b   => ?a  <20633>  ?b	0.01	1	1	1	1	1	?a	0.0	0.0	0.0
?a  <19628>  ?b   => ?a  <20633>  ?b	0.01	0.000853242	1	1	1172	1	?a	0.0	0.0	0.0
?b  <20858>  ?a   => ?a  <19812>  ?b	0.48737238	0.844506518	0.958773784	907	1074	946	?b	0.0	0.0	0.0
?a  <19739>  ?b   => ?a  <19812>  ?b	0.023105857	0.87755102	0.914893617	43	49	47	?b	0.0	0.0	0.0
?b  <19701>  ?a   => ?a  <19701>  ?b	0.020134228	0.020134228	1	3	149	3	?a	0.0	0.0	0.0
?b  <19592>  ?a   => ?a  <20161>  ?b	0.013368984	0.555555556	0.833333333	10	18	12	?a	0.0	0.0	0.0
?b  <19756>  ?a   => ?a  <19756>  ?b	0.669144981	0.669144981	0.825688073	180	269	218	?b	0.0	0.0	0.0
?b  <19910>  ?a   => ?a  <20053>  ?b	0.011622031	0.793103448	0.958333333	23	29	24	?b	0.0	0.0	0.0
?a  <20647>  ?b   => ?a  <20053>  ?b	0.015664477	0.861111111	0.939393939	31	36	33	?b	0.0	0.0	0.0
?b  <20752>  ?a   => ?a  <19755>  ?b	0.015873016	0.714285714	1	5	7	5	?a	0.0	0.0	0.0
?a  <19604>  ?b   => ?a  <19755>  ?b	0.019047619	0.115384615	0.857142857	6	52	7	?a	0.0	0.0	0.0
?a  <20776>  ?b   => ?a  <19755>  ?b	0.012698413	0.016877637	1	4	237	4	?a	0.0	0.0	0.0
?b  <19604>  ?a   => ?a  <20576>  ?b	0.027522936	0.057692308	1	3	52	3	?b	0.0	0.0	0.0
?b  <20769>  ?a   => ?a  <20248>  ?b	0.086705202	0.882352941	0.882352941	15	17	17	?a	0.0	0.0	0.0
?b  <20095>  ?a   => ?a  <20248>  ?b	0.011560694	0.028571429	1	2	70	2	?a	0.0	0.0	0.0
?b  <19747>  ?a   => ?a  <20574>  ?b	0.412698413	0.4	0.838709677	52	130	62	?a	0.0	0.0	0.0
?b  <20376>  ?a   => ?a  <20351>  ?b	0.697478992	0.747747748	0.965116279	83	111	86	?b	0.0	0.0	0.0
?b  <20805>  ?a   => ?a  <20241>  ?b	0.019693654	0.675	1	27	40	27	?a	0.0	0.0	0.0
?b  <19690>  ?a   => ?a  <20241>  ?b	0.011670314	0.64	0.888888889	16	25	18	?a	0.0	0.0	0.0
?b  <19641>  ?a   => ?a  <19725>  ?b	0.013779528	0.5	1	7	14	7	?b	0.0	0.0	0.0
?a  <19852>  ?b   => ?a  <19725>  ?b	0.011811024	0.230769231	0.857142857	6	26	7	?b	0.0	0.0	0.0
?b  <20633>  ?a   => ?a  <20873>  ?b	0.078181818	0.43	0.86	43	100	50	?a	0.0	0.0	0.0
?a  <19666>  ?b   => ?a  <20437>  ?b	0.071428571	0.116883117	0.9	9	77	10	?a	0.0	0.0	0.0
?b  <19722>  ?a   => ?a  <19695>  ?b	0.493589744	0.48427673	0.827956989	77	159	93	?a	0.0	0.0	0.0
?b  <20053>  ?a   => ?a  <19588>  ?b	0.279540647	0.467407782	0.83862194	925	1979	1103	?b	0.0	0.0	0.0
?b  <19958>  ?a   => ?a  <19588>  ?b	0.760954971	0.794823232	0.908041832	2518	3168	2773	?b	0.0	0.0	0.0
?a  <19857>  ?b   => ?a  <19588>  ?b	0.300695074	0.508691207	0.856282272	995	1956	1162	?b	0.0	0.0	0.0
?b  <20805>  ?a   => ?a  <20762>  ?b	0.010909091	0.075	1	3	40	3	?a	0.0	0.0	0.0
?a  <19850>  ?b   => ?a  <19831>  ?b	0.072222222	0.8125	1	13	16	13	?a	0.0	0.0	0.0
?a  <20322>  ?b   => ?a  <19831>  ?b	0.011111111	0.666666667	1	2	3	2	?a	0.0	0.0	0.0
?b  <19695>  ?a   => ?a  <19722>  ?b	0.48427673	0.493589744	0.875	77	156	88	?a	0.0	0.0	0.0
?b  <20097>  ?a   => ?a  <20598>  ?b	0.02238806	0.157894737	1	3	19	3	?b	0.0	0.0	0.0
?a  <20201>  ?b   => ?a  <20598>  ?b	0.02238806	1	1	3	3	3	?b	0.0	0.0	0.0
?a  <19990>  ?b   => ?a  <20598>  ?b	0.029850746	0.022346369	1	4	179	4	?b	0.0	0.0	0.0
?b  <20425>  ?a   => ?a  <20488>  ?b	0.16	0.558139535	0.888888889	24	43	27	?b	0.0	0.0	0.0
?a  <20776>  ?b   => ?a  <20488>  ?b	0.153333333	0.097046414	0.92	23	237	25	?b	0.0	0.0	0.0
?a  <19923>  ?b   => ?a  <20488>  ?b	0.1	0.120967742	1	15	124	15	?b	0.0	0.0	0.0
?b  <20877>  ?a   => ?a  <20180>  ?b	0.04137931	0.428571429	1	6	14	6	?a	0.0	0.0	0.0
?b  <20016>  ?a   => ?a  <20180>  ?b	0.034482759	0.2	0.833333333	5	25	6	?a	0.0	0.0	0.0
?b  <20189>  ?a   => ?a  <20180>  ?b	0.275862069	0.434782609	0.85106383	40	92	47	?a	0.0	0.0	0.0
?b  <20758>  ?a   => ?a  <20101>  ?b	0.030555556	0.611111111	0.916666667	11	18	12	?a	0.0	0.0	0.0
?b  <20270>  ?a   => ?a  <20101>  ?b	0.016666667	0.545454545	1	6	11	6	?a	0.0	0.0	0.0
?a  <19606>  ?b   => ?a  <20101>  ?b	0.016666667	0.6	1	6	10	6	?a	0.0	0.0	0.0
?b  <20842>  ?a   => ?a  <20842>  ?b	0.75	0.75	0.822335025	162	216	197	?b	0.0	0.0	0.0
?b  <19923>  ?a   => ?a  <20268>  ?b	0.040920716	0.129032258	0.941176471	16	124	17	?b	0.0	0.0	0.0
?b  <20351>  ?a   => ?a  <20376>  ?b	0.747747748	0.697478992	0.954022989	83	119	87	?a	0.0	0.0	0.0
?b  <20350>  ?a   => ?a  <19990>  ?b	0.011173184	0.001956947	1	2	1022	2	?b	0.0	0.0	0.0
?a  <20598>  ?b   => ?a  <19990>  ?b	0.022346369	0.029850746	1	4	134	4	?b	0.0	0.0	0.0
?a  <20880>  ?b   => ?a  <19990>  ?b	0.011173184	0.0625	1	2	32	2	?b	0.0	0.0	0.0
?b  <20542>  ?a   => ?a  <19881>  ?b	0.021367521	0.882352941	0.97826087	45	51	46	?a	0.0	0.0	0.0
?b  <19739>  ?a   => ?a  <19881>  ?b	0.021367521	0.918367347	1	45	49	45	?a	0.0	0.0	0.0
?b  <19922>  ?a   => ?a  <19881>  ?b	0.016144349	0.829268293	0.944444444	34	41	36	?a	0.0	0.0	0.0
?a  <20040>  ?b   => ?a  <20709>  ?b	0.014285714	0.030927835	1	3	97	3	?a	0.0	0.0	0.0
?b  <20163>  ?a   => ?a  <20153>  ?b	0.049618321	0.464285714	0.866666667	13	28	15	?b	0.0	0.0	0.0
?a  <19645>  ?b   => ?a  <20787>  ?b	0.018156425	0.5	0.928571429	13	26	14	?a	0.0	0.0	0.0
?b  <20574>  ?a   => ?a  <19747>  ?b	0.4	0.412698413	0.866666667	52	126	60	?b	0.0	0.0	0.0
?b  <20647>  ?a   => ?a  <19857>  ?b	0.012781186	0.694444444	0.925925926	25	36	27	?b	0.0	0.0	0.0
?a  <19910>  ?b   => ?a  <19857>  ?b	0.012269939	0.827586207	0.96	24	29	25	?b	0.0	0.0	0.0
?b  <20861>  ?a   => ?a  <20349>  ?b	0.055944056	0.533333333	0.888888889	8	15	9	?a	0.0	0.0	0.0
?b  <20633>  ?a   => ?a  <20349>  ?b	0.041958042	0.06	1	6	100	6	?a	0.0	0.0	0.0
?b  <20125>  ?a   => ?a  <20349>  ?b	0.034965035	0.333333333	0.833333333	5	15	6	?a	0.0	0.0	0.0
?a  <20081>  ?b   => ?a  <20349>  ?b	0.699300699	0.03219575	0.819672131	100	3106	122	?a	0.0	0.0	0.0
?a  <19645>  ?b   => ?a  <20705>  ?b	0.016494845	0.923076923	0.96	24	26	25	?b	0.0	0.0	0.0
?b  <20536>  ?a   => ?a  <19745>  ?b	0.03156708	0.736842105	0.823529412	28	38	34	?a	0.0	0.0	0.0
?b  <19940>  ?a   => ?a  <19745>  ?b	0.069898534	0.480620155	0.873239437	62	129	71	?a	0.0	0.0	0.0
?b  <19627>  ?a   => ?a  <20566>  ?b	0.013861386	0.122807018	0.875	7	57	8	?b	0.0	0.0	0.0
?a  <20063>  ?b   => ?a  <20566>  ?b	0.055445545	0.595744681	0.823529412	28	47	34	?b	0.0	0.0	0.0
?a  <19611>  ?b   => ?a  <20566>  ?b	0.037623762	0.678571429	1	19	28	19	?b	0.0	0.0	0.0
?a  <20244>  ?b   => ?a  <20566>  ?b	0.023762376	0.923076923	1	12	13	12	?b	0.0	0.0	0.0
?a  <19597>  ?b   => ?a  <20566>  ?b	0.017821782	1	1	9	9	9	?b	0.0	0.0	0.0
?a  <19729>  ?b   => ?a  <20566>  ?b	0.013861386	0.777777778	1	7	9	7	?b	0.0	0.0	0.0
?a  <19627>  ?b   => ?a  <20892>  ?b	0.025352113	0.157894737	0.9	9	57	10	?b	0.0	0.0	0.0
?a  <20221>  ?b   => ?a  <20042>  ?b	0.154329947	0.780587276	0.935483871	957	1226	1023	?a	0.0	0.0	0.0
?b  <20639>  ?a   => ?a  <19631>  ?b	0.0546875	0.7	1	7	10	7	?a	0.0	0.0	0.0
?b  <20109>  ?a   => ?a  <19631>  ?b	0.0390625	0.833333333	0.833333333	5	6	6	?a	0.0	0.0	0.0
?b  <19981>  ?a   => ?a  <19631>  ?b	0.3984375	0.662337662	0.822580645	51	77	62	?a	0.0	0.0	0.0
?b  <20162>  ?a   => ?a  <20122>  ?b	0.024390244	0.75	1	3	4	3	?a	0.0	0.0	0.0
?b  <20231>  ?a   => ?a  <20231>  ?b	0.711180124	0.711180124	0.964210526	458	644	475	?b	0.0	0.0	0.0
?b  <20537>  ?a   => ?a  <20537>  ?b	0.022727273	0.022727273	1	4	176	4	?a	0.0	0.0	0.0
?b  <19872>  ?a   => ?a  <20537>  ?b	0.017045455	0.75	1	3	4	3	?a	0.0	0.0	0.0
?b  <20598>  ?a   => ?a  <20399>  ?b	0.034159411	0.380597015	0.86440678	51	134	59	?a	0.0	0.0	0.0
?b  <20586>  ?a   => ?a  <20399>  ?b	0.021433356	0.680851064	0.864864865	32	47	37	?a	0.0	0.0	0.0
?b  <20438>  ?a   => ?a  <20753>  ?b	0.039138943	0.454545455	1	20	44	20	?b	0.0	0.0	0.0
?b  <19884>  ?a   => ?a  <20753>  ?b	0.086105675	0.8	0.936170213	44	55	47	?b	0.0	0.0	0.0
?b  <20443>  ?a   => ?a  <20860>  ?b	0.728571429	0.573033708	1	102	178	102	?a	0.0	0.0	0.0
?b  <20079>  ?f  ?f  <20389>  ?a   => ?a  <19877>  ?b	0.01056338	0.75	1	3	4	3	?a	0.0	0.0	0.0
?b  <20079>  ?f  ?a  <20812>  ?f   => ?a  <19877>  ?b	0.014084507	1	1	4	4	4	?a	0.0	0.0	0.0
?f  <20433>  ?b  ?a  <20812>  ?f   => ?a  <19877>  ?b	0.014084507	1	1	4	4	4	?a	0.0	0.0	0.0
?a  <19722>  ?b  ?a  <19849>  ?b   => ?a  <19657>  ?b	0.051470588	0.7	1	7	10	7	?a	0.0	0.0	0.0
?a  <19722>  ?b  ?a  <19747>  ?b   => ?a  <19657>  ?b	0.022058824	1	1	3	3	3	?a	0.0	0.0	0.0
?f  <19657>  ?b  ?a  <20864>  ?f   => ?a  <19657>  ?b	0.014705882	1	1	2	2	2	?a	0.0	0.0	0.0
?e  <19657>  ?b  ?e  <20864>  ?a   => ?a  <19657>  ?b	0.014705882	1	1	2	2	2	?a	0.0	0.0	0.0
?f  <19588>  ?a  ?b  <19902>  ?f   => ?a  <20200>  ?b	0.016	0.083333333	1	2	24	2	?a	0.0	0.0	0.0
?a  <19958>  ?f  ?f  <20200>  ?b   => ?a  <20200>  ?b	0.08	0.12345679	1	10	81	10	?a	0.0	0.0	0.0
?a  <19588>  ?f  ?f  <20200>  ?b   => ?a  <20200>  ?b	0.096	0.117647059	0.923076923	12	102	13	?a	0.0	0.0	0.0
?a  <20241>  ?f  ?f  <20288>  ?b   => ?a  <20200>  ?b	0.04	0.037313433	0.833333333	5	134	6	?a	0.0	0.0	0.0
?f  <20288>  ?b  ?a  <20811>  ?f   => ?a  <20200>  ?b	0.024	0.75	1	3	4	3	?a	0.0	0.0	0.0
?a  <20053>  ?f  ?f  <20200>  ?b   => ?a  <20200>  ?b	0.08	0.185185185	1	10	54	10	?a	0.0	0.0	0.0
?a  <19857>  ?f  ?f  <20200>  ?b   => ?a  <20200>  ?b	0.056	0.14	1	7	50	7	?a	0.0	0.0	0.0
?a  <19628>  ?f  ?f  <20200>  ?b   => ?a  <20200>  ?b	0.032	0.054794521	1	4	73	4	?a	0.0	0.0	0.0
?a  <19701>  ?f  ?f  <20200>  ?b   => ?a  <20200>  ?b	0.016	1	1	2	2	2	?a	0.0	0.0	0.0
?f  <20200>  ?b  ?a  <20647>  ?f   => ?a  <20200>  ?b	0.016	0.4	1	2	5	2	?a	0.0	0.0	0.0
?a  <19910>  ?f  ?f  <20200>  ?b   => ?a  <20200>  ?b	0.016	0.5	1	2	4	2	?a	0.0	0.0	0.0
?e  <19958>  ?a  ?e  <20200>  ?b   => ?a  <20200>  ?b	0.096	0.117647059	0.923076923	12	102	13	?a	0.0	0.0	0.0
?e  <19588>  ?a  ?e  <20200>  ?b   => ?a  <20200>  ?b	0.096	0.12371134	1	12	97	12	?a	0.0	0.0	0.0
?e  <20053>  ?a  ?e  <20200>  ?b   => ?a  <20200>  ?b	0.08	0.181818182	1	10	55	10	?a	0.0	0.0	0.0
?e  <19857>  ?a  ?e  <20200>  ?b   => ?a  <20200>  ?b	0.056	0.159090909	1	7	44	7	?a	0.0	0.0	0.0
?e  <19628>  ?a  ?e  <20200>  ?b   => ?a  <20200>  ?b	0.032	0.137931034	1	4	29	4	?a	0.0	0.0	0.0
?e  <19701>  ?a  ?e  <20200>  ?b   => ?a  <20200>  ?b	0.016	0.285714286	1	2	7	2	?a	0.0	0.0	0.0
?e  <19910>  ?a  ?e  <20200>  ?b   => ?a  <20200>  ?b	0.016	0.4	1	2	5	2	?a	0.0	0.0	0.0
?e  <20200>  ?b  ?e  <20647>  ?a   => ?a  <20200>  ?b	0.016	0.333333333	1	2	6	2	?a	0.0	0.0	0.0
?b  <19904>  ?a  ?b  <20441>  ?a   => ?a  <19904>  ?b	0.069364162	0.8	0.923076923	12	15	13	?b	0.0	0.0	0.0
?b  <20441>  ?a  ?a  <20441>  ?b   => ?a  <19904>  ?b	0.069364162	0.6	1	12	20	12	?b	0.0	0.0	0.0
?a  <19904>  ?f  ?b  <20618>  ?f   => ?a  <19904>  ?b	0.063583815	0.647058824	1	11	17	11	?b	0.0	0.0	0.0
?a  <19904>  ?f  ?f  <20618>  ?b   => ?a  <19904>  ?b	0.063583815	0.093220339	1	11	118	11	?b	0.0	0.0	0.0
?b  <20586>  ?f  ?a  <20694>  ?f   => ?a  <20694>  ?b	0.032258065	1	1	4	4	4	?b	0.0	0.0	0.0
?b  <19695>  ?f  ?a  <20694>  ?f   => ?a  <20694>  ?b	0.024193548	0.3	1	3	10	3	?b	0.0	0.0	0.0
?b  <19742>  ?f  ?a  <20694>  ?f   => ?a  <20694>  ?b	0.064516129	0.444444444	1	8	18	8	?b	0.0	0.0	0.0
?b  <19747>  ?f  ?a  <20694>  ?f   => ?a  <20694>  ?b	0.016129032	0.222222222	1	2	9	2	?b	0.0	0.0	0.0
?b  <19657>  ?f  ?a  <20694>  ?f   => ?a  <20694>  ?b	0.024193548	0.375	1	3	8	3	?b	0.0	0.0	0.0
?b  <19722>  ?f  ?a  <20694>  ?f   => ?a  <20694>  ?b	0.024193548	0.272727273	1	3	11	3	?b	0.0	0.0	0.0
?f  <20399>  ?b  ?a  <20694>  ?f   => ?a  <20694>  ?b	0.040322581	0.416666667	0.833333333	5	12	6	?b	0.0	0.0	0.0
?f  <19742>  ?b  ?a  <20694>  ?f   => ?a  <20694>  ?b	0.064516129	0.19047619	0.8	8	42	10	?b	0.0	0.0	0.0
?f  <20586>  ?b  ?a  <20694>  ?f   => ?a  <20694>  ?b	0.032258065	0.363636364	0.8	4	11	5	?b	0.0	0.0	0.0
?f  <19695>  ?b  ?a  <20694>  ?f   => ?a  <20694>  ?b	0.032258065	0.333333333	1	4	12	4	?b	0.0	0.0	0.0
?f  <19657>  ?b  ?a  <20694>  ?f   => ?a  <20694>  ?b	0.024193548	0.5	1	3	6	3	?b	0.0	0.0	0.0
?f  <19747>  ?b  ?a  <20694>  ?f   => ?a  <20694>  ?b	0.024193548	0.3	1	3	10	3	?b	0.0	0.0	0.0
?f  <19722>  ?b  ?a  <20694>  ?f   => ?a  <20694>  ?b	0.024193548	0.428571429	1	3	7	3	?b	0.0	0.0	0.0
?a  <20173>  ?f  ?f  <20787>  ?b   => ?a  <20694>  ?b	0.016129032	0.4	1	2	5	2	?b	0.0	0.0	0.0
?f  <20003>  ?b  ?a  <20234>  ?f   => ?a  <20694>  ?b	0.088709677	1	1	11	11	11	?b	0.0	0.0	0.0
?a  <20234>  ?f  ?f  <20694>  ?b   => ?a  <20694>  ?b	0.088709677	1	1	11	11	11	?b	0.0	0.0	0.0
?f  <20003>  ?b  ?a  <20739>  ?f   => ?a  <20694>  ?b	0.088709677	1	1	11	11	11	?b	0.0	0.0	0.0
?f  <20694>  ?b  ?a  <20739>  ?f   => ?a  <20694>  ?b	0.088709677	1	1	11	11	11	?b	0.0	0.0	0.0
?a  <20406>  ?f  ?b  <20843>  ?f   => ?a  <19764>  ?b	0.015625	0.085714286	0.857142857	6	70	7	?a	0.0	0.0	0.0
?f  <19764>  ?b  ?a  <19958>  ?f   => ?a  <19764>  ?b	0.0625	0.237623762	0.827586207	24	101	29	?a	0.0	0.0	0.0
?f  <19764>  ?b  ?a  <20053>  ?f   => ?a  <19764>  ?b	0.096354167	0.397849462	0.804347826	37	93	46	?a	0.0	0.0	0.0
?a  <19588>  ?f  ?f  <19764>  ?b   => ?a  <19764>  ?b	0.0625	0.188976378	0.8	24	127	30	?a	0.0	0.0	0.0
?a  <19628>  ?f  ?f  <19764>  ?b   => ?a  <19764>  ?b	0.018229167	0.085365854	0.875	7	82	8	?a	0.0	0.0	0.0
?e  <19764>  ?b  ?e  <19958>  ?a   => ?a  <19764>  ?b	0.065104167	0.196850394	0.806451613	25	127	31	?a	0.0	0.0	0.0
?e  <19588>  ?a  ?e  <19764>  ?b   => ?a  <19764>  ?b	0.0625	0.242424242	0.857142857	24	99	28	?a	0.0	0.0	0.0
?e  <19628>  ?a  ?e  <19764>  ?b   => ?a  <19764>  ?b	0.015625	0.166666667	0.857142857	6	36	7	?a	0.0	0.0	0.0
?b  <20093>  ?f  ?a  <20685>  ?f   => ?a  <20613>  ?b	0.012121212	0.5	1	2	4	2	?a	0.0	0.0	0.0
?e  <20710>  ?b  ?e  <20875>  ?a   => ?a  <20613>  ?b	0.012121212	0.060606061	1	2	33	2	?a	0.0	0.0	0.0
?a  <19980>  ?f  ?b  <20396>  ?f   => ?a  <19980>  ?b	0.01980198	0.333333333	1	2	6	2	?b	0.0	0.0	0.0
?b  <19849>  ?f  ?f  <20574>  ?a   => ?a  <19980>  ?b	0.01980198	0.030769231	1	2	65	2	?b	0.0	0.0	0.0
?a  <19747>  ?f  ?b  <19849>  ?f   => ?a  <19980>  ?b	0.01980198	0.032786885	1	2	61	2	?b	0.0	0.0	0.0
?f  <20549>  ?a  ?b  <20556>  ?f   => ?a  <19980>  ?b	0.01980198	0.285714286	1	2	7	2	?b	0.0	0.0	0.0
?f  <19820>  ?a  ?b  <20556>  ?f   => ?a  <19980>  ?b	0.01980198	0.5	1	2	4	2	?b	0.0	0.0	0.0
?f  <20042>  ?a  ?b  <20758>  ?f   => ?a  <19980>  ?b	0.01980198	0.117647059	1	2	17	2	?b	0.0	0.0	0.0
?b  <20758>  ?f  ?a  <20892>  ?f   => ?a  <19980>  ?b	0.01980198	0.058823529	1	2	34	2	?b	0.0	0.0	0.0
?f  <20101>  ?b  ?a  <20892>  ?f   => ?a  <19980>  ?b	0.01980198	0.054054054	1	2	37	2	?b	0.0	0.0	0.0
