Loading files... 
  Starting triples_en.txt
  Finished triples_en.txt, still running: 0
Loaded 115722 facts in 1.08 s using 10 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.8
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 2 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  <20019>  ?b   => ?a  <20884>  ?b	0.023373984	1	1	23	23	23	?b	0.0	0.0	0.0
?a  <20596>  ?b   => ?a  <20884>  ?b	0.013211382	0.866666667	0.928571429	13	15	14	?b	0.0	0.0	0.0
?b  <20007>  ?a   => ?a  <20337>  ?b	0.752038234	0.743262017	0.847591888	2675	3599	3156	?b	0.0	0.0	0.0
?b  <21178>  ?a   => ?a  <20337>  ?b	0.012369975	0.846153846	1	44	52	44	?b	0.0	0.0	0.0
?b  <20337>  ?a   => ?a  <20007>  ?b	0.743262017	0.752038234	0.857371795	2675	3557	3120	?b	0.0	0.0	0.0
?a  <20481>  ?b   => ?a  <20220>  ?b	0.027972028	0.04	0.8	4	100	5	?b	0.0	0.0	0.0
?b  <20616>  ?a   => ?a  <20308>  ?b	0.039325843	0.022151899	1	7	316	7	?a	0.0	0.0	0.0
?a  <20764>  ?b   => ?a  <20308>  ?b	0.016853933	1	1	3	3	3	?a	0.0	0.0	0.0
?b  <20130>  ?a   => ?a  <20524>  ?b	0.087272727	0.044776119	0.8	24	536	30	?b	0.0	0.0	0.0
?a  <20416>  ?b   => ?a  <20579>  ?b	0.874848117	0.124159338	0.9	720	5799	800	?a	0.0	0.0	0.0
?a  <20579>  ?b   => ?a  <20416>  ?b	0.124159338	0.874848117	0.931435964	720	823	773	?a	0.0	0.0	0.0
?b  <20161>  ?a   => ?a  <20161>  ?b	0.571428571	0.571428571	0.8	68	119	85	?b	0.0	0.0	0.0
?b  <20691>  ?a   => ?a  <20606>  ?b	0.01980198	0.5	1	2	4	2	?b	0.0	0.0	0.0
?b  <20598>  ?a   => ?a  <20466>  ?b	0.205357143	0.14375	0.958333333	23	160	24	?a	0.0	0.0	0.0
?b  <20264>  ?a   => ?a  <20466>  ?b	0.142857143	0.666666667	1	16	24	16	?a	0.0	0.0	0.0
?a  <20083>  ?b   => ?a  <20466>  ?b	0.017857143	0.05	1	2	40	2	?a	0.0	0.0	0.0
?a  <20896>  ?b   => ?a  <20932>  ?b	0.082331998	0.837104072	0.92039801	185	221	201	?a	0.0	0.0	0.0
?b  <20156>  ?a   => ?a  <21198>  ?b	0.538853503	0.606017192	0.888655462	423	698	476	?a	0.0	0.0	0.0
?b  <21103>  ?a   => ?a  <21198>  ?b	0.011464968	0.12	0.9	9	75	10	?a	0.0	0.0	0.0
?b  <20806>  ?a   => ?a  <20464>  ?b	0.063116371	0.820512821	0.842105263	32	39	38	?b	0.0	0.0	0.0
?b  <20452>  ?a   => ?a  <20464>  ?b	0.041420118	0.003906977	0.913043478	21	5375	23	?b	0.0	0.0	0.0
?a  <20013>  ?b   => ?a  <20464>  ?b	0.096646943	1	1	49	49	49	?b	0.0	0.0	0.0
?a  <20669>  ?b   => ?a  <20464>  ?b	0.132149901	0.712765957	0.817073171	67	94	82	?b	0.0	0.0	0.0
?a  <20398>  ?b   => ?a  <20464>  ?b	0.072978304	0.840909091	0.840909091	37	44	44	?b	0.0	0.0	0.0
?b  <20616>  ?a   => ?a  <21087>  ?b	0.110091743	0.037974684	0.8	12	316	15	?a	0.0	0.0	0.0
?b  <20891>  ?a   => ?a  <21087>  ?b	0.027522936	0.107142857	1	3	28	3	?a	0.0	0.0	0.0
?b  <20551>  ?a   => ?a  <21087>  ?b	0.018348624	0.086956522	1	2	23	2	?a	0.0	0.0	0.0
?b  <20999>  ?a   => ?a  <20463>  ?b	0.931972789	0.907284768	1	137	151	137	?a	0.0	0.0	0.0
?b  <20427>  ?a   => ?a  <20463>  ?b	0.013605442	0.000815993	1	2	2451	2	?a	0.0	0.0	0.0
?a  <20251>  ?b   => ?a  <20463>  ?b	0.020408163	0.001241722	1	3	2416	3	?a	0.0	0.0	0.0
?b  <20191>  ?a   => ?a  <21116>  ?b	0.01	0.034482759	1	1	29	1	?a	0.0	0.0	0.0
?a  <21090>  ?b   => ?a  <21116>  ?b	0.01	1	1	1	1	1	?a	0.0	0.0	0.0
?a  <20099>  ?b   => ?a  <21116>  ?b	0.01	1	1	1	1	1	?a	0.0	0.0	0.0
?a  <21079>  ?b   => ?a  <21116>  ?b	0.01	1	1	1	1	1	?a	0.0	0.0	0.0
?a  <20981>  ?b   => ?a  <21116>  ?b	0.01	1	1	1	1	1	?a	0.0	0.0	0.0
?a  <20114>  ?b   => ?a  <21116>  ?b	0.01	1	1	1	1	1	?a	0.0	0.0	0.0
?b  <21170>  ?a   => ?a  <20680>  ?b	0.025641026	0.571428571	1	4	7	4	?a	0.0	0.0	0.0
?a  <20452>  ?b   => ?a  <20659>  ?b	0.054170249	0.01172093	0.875	63	5375	72	?a	0.0	0.0	0.0
?a  <20721>  ?b   => ?a  <20659>  ?b	0.13155632	0.429775281	0.80952381	153	356	189	?a	0.0	0.0	0.0
?b  <20876>  ?a   => ?a  <20876>  ?b	0.014388489	0.014388489	1	2	139	2	?a	0.0	0.0	0.0
?b  <20731>  ?a   => ?a  <20130>  ?b	0.026119403	0.080924855	1	14	173	14	?b	0.0	0.0	0.0
?a  <20073>  ?b   => ?a  <20130>  ?b	0.027985075	0.882352941	0.9375	15	17	16	?b	0.0	0.0	0.0
?a  <20201>  ?b   => ?a  <20130>  ?b	0.014925373	0.5	0.888888889	8	16	9	?b	0.0	0.0	0.0
?b  <20551>  ?a   => ?a  <20545>  ?b	0.070422535	0.434782609	1	10	23	10	?a	0.0	0.0	0.0
?b  <20392>  ?a   => ?a  <20545>  ?b	0.021126761	0.15	1	3	20	3	?a	0.0	0.0	0.0
?b  <20825>  ?a   => ?a  <20216>  ?b	0.021857923	0.444444444	1	4	9	4	?a	0.0	0.0	0.0
?b  <20128>  ?a   => ?a  <20106>  ?b	0.554095046	0.549098196	0.835365854	548	998	656	?b	0.0	0.0	0.0
?a  <20042>  ?b   => ?a  <21056>  ?b	0.014018692	0.057692308	1	3	52	3	?b	0.0	0.0	0.0
?b  <20816>  ?a   => ?a  <20598>  ?b	0.4	0.927536232	1	64	69	64	?a	0.0	0.0	0.0
?b  <20466>  ?a   => ?a  <20598>  ?b	0.14375	0.205357143	0.884615385	23	112	26	?a	0.0	0.0	0.0
?a  <21117>  ?b   => ?a  <21053>  ?b	0.013043478	0.049180328	1	3	61	3	?a	0.0	0.0	0.0
?b  <20267>  ?a   => ?a  <21161>  ?b	0.358565737	0.753138075	0.863309353	360	478	417	?b	0.0	0.0	0.0
?b  <21118>  ?a   => ?a  <21161>  ?b	0.425298805	0.688709677	0.838899804	427	620	509	?b	0.0	0.0	0.0
?b  <20312>  ?a   => ?a  <20484>  ?b	0.034285714	0.75	1	6	8	6	?a	0.0	0.0	0.0
?b  <20210>  ?a   => ?a  <20484>  ?b	0.154285714	0.586956522	0.964285714	27	46	28	?a	0.0	0.0	0.0
?b  <20484>  ?a   => ?a  <20484>  ?b	0.011428571	0.011428571	1	2	175	2	?a	0.0	0.0	0.0
?b  <20130>  ?a   => ?a  <20731>  ?b	0.080924855	0.026119403	1	14	536	14	?a	0.0	0.0	0.0
?a  <20109>  ?b   => ?a  <20731>  ?b	0.011560694	1	1	2	2	2	?a	0.0	0.0	0.0
?a  <21103>  ?b   => ?a  <20156>  ?b	0.015759312	0.146666667	0.916666667	11	75	12	?b	0.0	0.0	0.0
?b  <21198>  ?a   => ?a  <20156>  ?b	0.606017192	0.538853503	0.972413793	423	785	435	?b	0.0	0.0	0.0
?a  <20220>  ?b   => ?a  <20481>  ?b	0.04	0.027972028	0.8	4	143	5	?b	0.0	0.0	0.0
?b  <21112>  ?a   => ?a  <20592>  ?b	0.021265284	0.588235294	0.930232558	40	68	43	?a	0.0	0.0	0.0
?b  <20052>  ?a   => ?a  <20044>  ?b	0.034348671	0.815384615	1	53	65	53	?a	0.0	0.0	0.0
?b  <20410>  ?a   => ?a  <20044>  ?b	0.031756319	0.671232877	0.907407407	49	73	54	?a	0.0	0.0	0.0
?b  <20673>  ?a   => ?a  <20044>  ?b	0.014257939	0.075601375	1	22	291	22	?a	0.0	0.0	0.0
?b  <20833>  ?a   => ?a  <20044>  ?b	0.012313675	0.904761905	1	19	21	19	?a	0.0	0.0	0.0
?a  <20932>  ?b   => ?a  <20896>  ?b	0.837104072	0.082331998	0.880952381	185	2247	210	?a	0.0	0.0	0.0
?b  <20906>  ?a   => ?a  <20151>  ?b	0.026086957	0.75	1	3	4	3	?a	0.0	0.0	0.0
?b  <20079>  ?a   => ?a  <20151>  ?b	0.017391304	0.666666667	1	2	3	2	?a	0.0	0.0	0.0
?b  <20889>  ?a   => ?a  <20041>  ?b	0.237931034	0.110047847	0.945205479	69	627	73	?b	0.0	0.0	0.0
?b  <20041>  ?a   => ?a  <20041>  ?b	0.910344828	0.910344828	0.923076923	264	290	286	?b	0.0	0.0	0.0
?b  <20152>  ?a   => ?a  <20041>  ?b	0.217241379	0.104304636	0.940298507	63	604	67	?b	0.0	0.0	0.0
?b  <20106>  ?a   => ?a  <20041>  ?b	0.231034483	0.067745197	0.957142857	67	989	70	?b	0.0	0.0	0.0
?b  <20186>  ?a   => ?a  <20041>  ?b	0.206896552	0.094936709	1	60	632	60	?b	0.0	0.0	0.0
?b  <20242>  ?a   => ?a  <20041>  ?b	0.210344828	0.061678463	0.938461538	61	989	65	?b	0.0	0.0	0.0
?b  <20074>  ?a   => ?a  <20041>  ?b	0.193103448	0.090614887	0.903225806	56	618	62	?b	0.0	0.0	0.0
?b  <20128>  ?a   => ?a  <20041>  ?b	0.196551724	0.057114228	0.95	57	998	60	?b	0.0	0.0	0.0
?b  <20811>  ?a   => ?a  <20041>  ?b	0.165517241	0.050052138	0.96	48	959	50	?b	0.0	0.0	0.0
?a  <20889>  ?b   => ?a  <20041>  ?b	0.244827586	0.11323764	0.97260274	71	627	73	?b	0.0	0.0	0.0
?a  <20106>  ?b   => ?a  <20041>  ?b	0.237931034	0.069767442	0.971830986	69	989	71	?b	0.0	0.0	0.0
?a  <20152>  ?b   => ?a  <20041>  ?b	0.227586207	0.109271523	0.970588235	66	604	68	?b	0.0	0.0	0.0
?a  <20242>  ?b   => ?a  <20041>  ?b	0.224137931	0.065722952	0.984848485	65	989	66	?b	0.0	0.0	0.0
?a  <20074>  ?b   => ?a  <20041>  ?b	0.210344828	0.098705502	0.983870968	61	618	62	?b	0.0	0.0	0.0
?a  <20128>  ?b   => ?a  <20041>  ?b	0.206896552	0.06012024	1	60	998	60	?b	0.0	0.0	0.0
?a  <20186>  ?b   => ?a  <20041>  ?b	0.2	0.091772152	0.950819672	58	632	61	?b	0.0	0.0	0.0
?a  <20811>  ?b   => ?a  <20041>  ?b	0.168965517	0.051094891	0.960784314	49	959	51	?b	0.0	0.0	0.0
?b  <20120>  ?a   => ?a  <20673>  ?b	0.075601375	0.709677419	1	22	31	22	?a	0.0	0.0	0.0
?b  <20106>  ?a   => ?a  <20128>  ?b	0.549098196	0.554095046	0.827794562	548	989	662	?a	0.0	0.0	0.0
?b  <20116>  ?a   => ?a  <21187>  ?b	0.016260163	0.333333333	1	2	6	2	?a	0.0	0.0	0.0
?a  <20482>  ?b   => ?a  <21187>  ?b	0.024390244	1	1	3	3	3	?a	0.0	0.0	0.0
?b  <20468>  ?a   => ?a  <21186>  ?b	0.065359477	0.338983051	1	20	59	20	?b	0.0	0.0	0.0
?a  <20918>  ?b   => ?a  <21186>  ?b	0.049019608	0.063291139	0.882352941	15	237	17	?b	0.0	0.0	0.0
?a  <20711>  ?b   => ?a  <21186>  ?b	0.013071895	0.16	1	4	25	4	?b	0.0	0.0	0.0
?b  <20864>  ?a   => ?a  <21181>  ?b	0.011337868	0.204081633	0.909090909	10	49	11	?a	0.0	0.0	0.0
?b  <21025>  ?a   => ?a  <20452>  ?b	0.06772093	0.846511628	0.981132075	364	430	371	?a	0.0	0.0	0.0
?b  <20933>  ?a   => ?a  <20452>  ?b	0.100651163	0.886885246	0.98185118	541	610	551	?a	0.0	0.0	0.0
?b  <20948>  ?a   => ?a  <20452>  ?b	0.018976744	0.723404255	0.918918919	102	141	111	?a	0.0	0.0	0.0
?a  <21181>  ?b   => ?a  <20452>  ?b	0.098418605	0.599773243	0.8265625	529	882	640	?a	0.0	0.0	0.0
?a  <21076>  ?b   => ?a  <20452>  ?b	0.040744186	0.711038961	0.842307692	219	308	260	?a	0.0	0.0	0.0
?a  <20680>  ?b   => ?a  <20452>  ?b	0.018046512	0.621794872	0.881818182	97	156	110	?a	0.0	0.0	0.0
?b  <20209>  ?a   => ?a  <20209>  ?b	0.73880597	0.73880597	0.876106195	99	134	113	?b	0.0	0.0	0.0
?a  <20176>  ?b   => ?a  <20532>  ?b	0.0125	1	1	3	3	3	?b	0.0	0.0	0.0
?a  <20584>  ?b   => ?a  <20532>  ?b	0.091666667	0.282051282	0.846153846	22	78	26	?b	0.0	0.0	0.0
?b  <20462>  ?a   => ?a  <20421>  ?b	0.131147541	0.326530612	0.941176471	16	49	17	?a	0.0	0.0	0.0
?b  <21186>  ?a   => ?a  <20729>  ?b	0.052170101	0.388888889	0.915384615	119	306	130	?a	0.0	0.0	0.0
?b  <20918>  ?a   => ?a  <20729>  ?b	0.046032442	0.443037975	0.867768595	105	237	121	?a	0.0	0.0	0.0
?a  <20390>  ?f  ?b  <20587>  ?f   => ?a  <20390>  ?b	0.019607843	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?a  <20390>  ?f  ?f  <20587>  ?b   => ?a  <20390>  ?b	0.019607843	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?f  <20592>  ?a  ?b  <20723>  ?f   => ?a  <20173>  ?b	0.013157895	0.4	1	2	5	2	?a	0.0	0.0	0.0
?f  <20173>  ?b  ?a  <20599>  ?f   => ?a  <20173>  ?b	0.026315789	0.666666667	0.8	4	6	5	?a	0.0	0.0	0.0
?f  <20173>  ?b  ?a  <20324>  ?f   => ?a  <20173>  ?b	0.052631579	1	1	8	8	8	?a	0.0	0.0	0.0
?f  <20147>  ?b  ?a  <20785>  ?f   => ?a  <20173>  ?b	0.019736842	1	1	3	3	3	?a	0.0	0.0	0.0
?e  <20173>  ?b  ?e  <20324>  ?a   => ?a  <20173>  ?b	0.052631579	1	1	8	8	8	?a	0.0	0.0	0.0
?e  <20173>  ?b  ?e  <20599>  ?a   => ?a  <20173>  ?b	0.026315789	0.363636364	0.8	4	11	5	?a	0.0	0.0	0.0
?e  <20592>  ?a  ?e  <20797>  ?b   => ?a  <20173>  ?b	0.019736842	0.375	1	3	8	3	?a	0.0	0.0	0.0
?b  <20812>  ?a  ?b  <21087>  ?a   => ?a  <20616>  ?b	0.03164557	1	1	10	10	10	?a	0.0	0.0	0.0
?a  <20616>  ?f  ?b  <20755>  ?f   => ?a  <20616>  ?b	0.012658228	1	1	4	4	4	?a	0.0	0.0	0.0
?b  <20274>  ?f  ?a  <20616>  ?f   => ?a  <20616>  ?b	0.012658228	1	1	4	4	4	?a	0.0	0.0	0.0
?a  <20616>  ?f  ?f  <20705>  ?b   => ?a  <20616>  ?b	0.015822785	0.833333333	0.833333333	5	6	6	?a	0.0	0.0	0.0
?f  <20274>  ?b  ?a  <20616>  ?f   => ?a  <20616>  ?b	0.012658228	1	1	4	4	4	?a	0.0	0.0	0.0
?a  <20616>  ?f  ?f  <20755>  ?b   => ?a  <20616>  ?b	0.012658228	1	1	4	4	4	?a	0.0	0.0	0.0
?f  <20148>  ?b  ?a  <20892>  ?f   => ?a  <20148>  ?b	0.01532567	1	1	4	4	4	?a	0.0	0.0	0.0
?e  <20148>  ?b  ?e  <20892>  ?a   => ?a  <20148>  ?b	0.01532567	0.173913043	1	4	23	4	?a	0.0	0.0	0.0
?b  <20587>  ?a  ?a  <20988>  ?b   => ?a  <20587>  ?b	0.037735849	1	1	24	24	24	?b	0.0	0.0	0.0
?a  <20251>  ?b  ?b  <20587>  ?a   => ?a  <20587>  ?b	0.018867925	0.857142857	1	12	14	12	?b	0.0	0.0	0.0
?a  <20007>  ?b  ?b  <20587>  ?a   => ?a  <20587>  ?b	0.018867925	0.857142857	1	12	14	12	?b	0.0	0.0	0.0
?a  <20427>  ?b  ?b  <20587>  ?a   => ?a  <20587>  ?b	0.014150943	0.9	1	9	10	9	?b	0.0	0.0	0.0
?a  <20337>  ?b  ?b  <20587>  ?a   => ?a  <20587>  ?b	0.012578616	1	1	8	8	8	?b	0.0	0.0	0.0
?b  <20251>  ?a  ?b  <20587>  ?a   => ?a  <20587>  ?b	0.018867925	0.857142857	1	12	14	12	?b	0.0	0.0	0.0
?b  <20427>  ?a  ?b  <20587>  ?a   => ?a  <20587>  ?b	0.014150943	0.9	1	9	10	9	?b	0.0	0.0	0.0
?b  <20337>  ?a  ?b  <20587>  ?a   => ?a  <20587>  ?b	0.012578616	0.727272727	1	8	11	8	?b	0.0	0.0	0.0
?e  <20267>  ?a  ?e  <21118>  ?b   => ?a  <20587>  ?b	0.322327044	0.813492063	0.980861244	205	252	209	?b	0.0	0.0	0.0
?e  <20267>  ?b  ?e  <21118>  ?a   => ?a  <20587>  ?b	0.323899371	0.817460317	1	206	252	206	?b	0.0	0.0	0.0
?f  <20038>  ?b  ?a  <20038>  ?f   => ?a  <20038>  ?b	0.011695906	1	1	2	2	2	?a	0.0	0.0	0.0
?a  <20007>  ?f  ?f  <20038>  ?b   => ?a  <20038>  ?b	0.035087719	0.857142857	1	6	7	6	?a	0.0	0.0	0.0
?f  <20038>  ?b  ?a  <20324>  ?f   => ?a  <20038>  ?b	0.023391813	0.8	1	4	5	4	?a	0.0	0.0	0.0
?f  <20038>  ?b  ?a  <20337>  ?f   => ?a  <20038>  ?b	0.023391813	0.4	0.8	4	10	5	?a	0.0	0.0	0.0
?f  <20038>  ?b  ?a  <20071>  ?f   => ?a  <20038>  ?b	0.011695906	1	1	2	2	2	?a	0.0	0.0	0.0
?e  <20007>  ?a  ?e  <20038>  ?b   => ?a  <20038>  ?b	0.035087719	0.545454545	0.857142857	6	11	7	?a	0.0	0.0	0.0
?e  <20038>  ?b  ?e  <21089>  ?a   => ?a  <20038>  ?b	0.029239766	0.833333333	1	5	6	5	?a	0.0	0.0	0.0
?e  <20038>  ?b  ?e  <20337>  ?a   => ?a  <20038>  ?b	0.023391813	1	1	4	4	4	?a	0.0	0.0	0.0
?e  <20038>  ?b  ?e  <20324>  ?a   => ?a  <20038>  ?b	0.023391813	0.8	1	4	5	4	?a	0.0	0.0	0.0
?e  <20038>  ?b  ?e  <20071>  ?a   => ?a  <20038>  ?b	0.011695906	1	1	2	2	2	?a	0.0	0.0	0.0
?a  <20610>  ?f  ?b  <21198>  ?f   => ?a  <20583>  ?b	0.01305483	0.15625	1	5	32	5	?a	0.0	0.0	0.0
?a  <20130>  ?f  ?b  <21198>  ?f   => ?a  <20583>  ?b	0.010443864	0.02484472	1	4	161	4	?a	0.0	0.0	0.0
?b  <21045>  ?f  ?a  <21181>  ?f   => ?a  <20583>  ?b	0.083550914	0.492307692	0.941176471	32	65	34	?a	0.0	0.0	0.0
?b  <20647>  ?f  ?a  <21181>  ?f   => ?a  <20583>  ?b	0.020887728	0.307692308	1	8	26	8	?a	0.0	0.0	0.0
?a  <20416>  ?f  ?f  <20705>  ?b   => ?a  <20583>  ?b	0.018276762	0.061946903	0.875	7	113	8	?a	0.0	0.0	0.0
?a  <20007>  ?f  ?f  <20583>  ?b   => ?a  <20583>  ?b	0.187989556	0.341232227	0.923076923	72	211	78	?a	0.0	0.0	0.0
?a  <20337>  ?f  ?f  <20583>  ?b   => ?a  <20583>  ?b	0.180156658	0.368983957	0.932432432	69	187	74	?a	0.0	0.0	0.0
?a  <20521>  ?f  ?f  <20583>  ?b   => ?a  <20583>  ?b	0.080939948	0.326315789	0.96875	31	95	32	?a	0.0	0.0	0.0
?f  <20705>  ?b  ?a  <20932>  ?f   => ?a  <20583>  ?b	0.015665796	0.083333333	1	6	72	6	?a	0.0	0.0	0.0
?a  <20427>  ?f  ?f  <20583>  ?b   => ?a  <20583>  ?b	0.107049608	0.39047619	0.931818182	41	105	44	?a	0.0	0.0	0.0
?a  <20251>  ?f  ?f  <20583>  ?b   => ?a  <20583>  ?b	0.117493473	0.391304348	0.9375	45	115	48	?a	0.0	0.0	0.0
?a  <20044>  ?f  ?f  <20583>  ?b   => ?a  <20583>  ?b	0.010443864	0.086956522	1	4	46	4	?a	0.0	0.0	0.0
?e  <20007>  ?a  ?e  <20583>  ?b   => ?a  <20583>  ?b	0.187989556	0.321428571	0.923076923	72	224	78	?a	0.0	0.0	0.0
?e  <20337>  ?a  ?e  <20583>  ?b   => ?a  <20583>  ?b	0.180156658	0.310810811	0.932432432	69	222	74	?a	0.0	0.0	0.0
?e  <20427>  ?a  ?e  <20583>  ?b   => ?a  <20583>  ?b	0.11227154	0.330769231	0.934782609	43	130	46	?a	0.0	0.0	0.0
?e  <20251>  ?a  ?e  <20583>  ?b   => ?a  <20583>  ?b	0.120104439	0.403508772	0.93877551	46	114	49	?a	0.0	0.0	0.0
?e  <20521>  ?a  ?e  <20583>  ?b   => ?a  <20583>  ?b	0.036553525	0.184210526	0.933333333	14	76	15	?a	0.0	0.0	0.0
?e  <20532>  ?a  ?e  <20701>  ?b   => ?a  <20583>  ?b	0.01305483	0.070422535	1	5	71	5	?a	0.0	0.0	0.0
?f  <20625>  ?a  ?b  <20784>  ?f   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?b  <20784>  ?f  ?f  <20894>  ?a   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?b  <20784>  ?f  ?f  <20890>  ?a   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?f  <20353>  ?b  ?a  <20852>  ?f   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?a  <20852>  ?f  ?f  <21009>  ?b   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?f  <20425>  ?b  ?a  <20852>  ?f   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?e  <20353>  ?b  ?e  <20625>  ?a   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?e  <20353>  ?b  ?e  <20894>  ?a   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?e  <20425>  ?b  ?e  <20625>  ?a   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?e  <20425>  ?b  ?e  <20894>  ?a   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?e  <20425>  ?b  ?e  <20890>  ?a   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?e  <20890>  ?a  ?e  <21009>  ?b   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?e  <20625>  ?a  ?e  <21009>  ?b   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?e  <20894>  ?a  ?e  <21009>  ?b   => ?a  <20999>  ?b	0.033112583	1	1	5	5	5	?a	0.0	0.0	0.0
?a  <20216>  ?f  ?b  <20656>  ?f   => ?a  <21097>  ?b	0.025390625	0.65	0.928571429	13	20	14	?a	0.0	0.0	0.0
?b  <20656>  ?f  ?a  <21018>  ?f   => ?a  <21097>  ?b	0.033203125	0.23943662	0.944444444	17	71	18	?a	0.0	0.0	0.0
?a  <20406>  ?f  ?f  <20705>  ?b   => ?a  <21097>  ?b	0.013671875	0.7	1	7	10	7	?a	0.0	0.0	0.0
?a  <21018>  ?f  ?f  <21097>  ?b   => ?a  <21097>  ?b	0.015625	0.347826087	1	8	23	8	?a	0.0	0.0	0.0
?f  <20383>  ?b  ?a  <20676>  ?f   => ?a  <21097>  ?b	0.078125	1	1	40	40	40	?a	0.0	0.0	0.0
?f  <21097>  ?b  ?a  <21171>  ?f   => ?a  <21097>  ?b	0.033203125	1	1	17	17	17	?a	0.0	0.0	0.0
?a  <20767>  ?f  ?f  <21097>  ?b   => ?a  <21097>  ?b	0.0234375	1	1	12	12	12	?a	0.0	0.0	0.0
?a  <20760>  ?f  ?f  <21097>  ?b   => ?a  <21097>  ?b	0.033203125	1	1	17	17	17	?a	0.0	0.0	0.0
?a  <20510>  ?f  ?f  <21097>  ?b   => ?a  <21097>  ?b	0.029296875	1	1	15	15	15	?a	0.0	0.0	0.0
