Loading files... 
  Starting triples_fr.txt
  Finished triples_fr.txt, still running: 0
Loaded 105998 facts in 0.95 s using 20 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.8
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 2 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  <19911>  ?b   => ?a  <20135>  ?b	0.011961722	0.833333333	1	5	6	5	?a	0.0	0.0	0.0
?b  <20131>  ?a   => ?a  <19680>  ?b	0.033333333	0.003308519	0.8	4	1209	5	?b	0.0	0.0	0.0
?a  <19901>  ?b   => ?a  <19680>  ?b	0.025	0.002508361	1	3	1196	3	?b	0.0	0.0	0.0
?a  <20464>  ?b   => ?a  <20421>  ?b	0.051282051	0.02	0.857142857	6	300	7	?a	0.0	0.0	0.0
?a  <20360>  ?b   => ?a  <20421>  ?b	0.042735043	0.011160714	1	5	448	5	?a	0.0	0.0	0.0
?a  <19803>  ?f  ?f  <20394>  ?b   => ?a  <20391>  ?b	0.024390244	0.133333333	0.8	4	30	5	?b	0.0	0.0	0.0
?a  <20428>  ?f  ?f  <20473>  ?b   => ?a  <20242>  ?b	0.317365269	1	1	53	53	53	?a	0.0	0.0	0.0
?a  <19995>  ?f  ?f  <20242>  ?b   => ?a  <20242>  ?b	0.05988024	1	1	10	10	10	?a	0.0	0.0	0.0
?f  <20242>  ?b  ?a  <20417>  ?f   => ?a  <20242>  ?b	0.017964072	1	1	3	3	3	?a	0.0	0.0	0.0
?e  <20242>  ?b  ?e  <20254>  ?a   => ?a  <20242>  ?b	0.02994012	1	1	5	5	5	?a	0.0	0.0	0.0
?e  <19995>  ?a  ?e  <20242>  ?b   => ?a  <20242>  ?b	0.02994012	1	1	5	5	5	?a	0.0	0.0	0.0
?e  <20242>  ?b  ?e  <20417>  ?a   => ?a  <20242>  ?b	0.011976048	1	1	2	2	2	?a	0.0	0.0	0.0
?a  <19688>  ?f  ?f  <19835>  ?b   => ?a  <19835>  ?b	0.196261682	0.954545455	1	42	44	42	?a	0.0	0.0	0.0
?a  <19688>  ?f  ?f  <20499>  ?b   => ?a  <19835>  ?b	0.065420561	1	1	14	14	14	?a	0.0	0.0	0.0
?f  <19835>  ?b  ?a  <19919>  ?f   => ?a  <19835>  ?b	0.046728972	0.526315789	1	10	19	10	?a	0.0	0.0	0.0
?f  <19835>  ?b  ?a  <20082>  ?f   => ?a  <19835>  ?b	0.046728972	0.714285714	1	10	14	10	?a	0.0	0.0	0.0
?a  <19705>  ?f  ?f  <19835>  ?b   => ?a  <19835>  ?b	0.037383178	0.470588235	1	8	17	8	?a	0.0	0.0	0.0
?f  <19835>  ?b  ?a  <20217>  ?f   => ?a  <19835>  ?b	0.088785047	1	1	19	19	19	?a	0.0	0.0	0.0
?f  <19835>  ?b  ?a  <20357>  ?f   => ?a  <19835>  ?b	0.042056075	0.642857143	1	9	14	9	?a	0.0	0.0	0.0
?f  <19835>  ?b  ?a  <20554>  ?f   => ?a  <19835>  ?b	0.088785047	1	1	19	19	19	?a	0.0	0.0	0.0
?a  <19793>  ?f  ?f  <19835>  ?b   => ?a  <19835>  ?b	0.018691589	0.4	1	4	10	4	?a	0.0	0.0	0.0
?a  <19729>  ?f  ?f  <19835>  ?b   => ?a  <19835>  ?b	0.023364486	0.5	1	5	10	5	?a	0.0	0.0	0.0
?f  <19835>  ?b  ?a  <20412>  ?f   => ?a  <19835>  ?b	0.056074766	1	1	12	12	12	?a	0.0	0.0	0.0
?f  <19835>  ?b  ?a  <20233>  ?f   => ?a  <19835>  ?b	0.018691589	0.5	1	4	8	4	?a	0.0	0.0	0.0
?f  <19835>  ?b  ?a  <20121>  ?f   => ?a  <19835>  ?b	0.03271028	0.875	1	7	8	7	?a	0.0	0.0	0.0
?f  <19828>  ?b  ?a  <20212>  ?f   => ?a  <19835>  ?b	0.018691589	0.666666667	1	4	6	4	?a	0.0	0.0	0.0
?a  <19810>  ?f  ?f  <19835>  ?b   => ?a  <19835>  ?b	0.037383178	0.5	1	8	16	8	?a	0.0	0.0	0.0
?f  <19835>  ?b  ?a  <20148>  ?f   => ?a  <19835>  ?b	0.028037383	1	1	6	6	6	?a	0.0	0.0	0.0
?f  <19835>  ?b  ?a  <19928>  ?f   => ?a  <19835>  ?b	0.037383178	1	1	8	8	8	?a	0.0	0.0	0.0
?f  <19688>  ?b  ?a  <20242>  ?f   => ?a  <19835>  ?b	0.028037383	0.046875	1	6	128	6	?a	0.0	0.0	0.0
?f  <19835>  ?b  ?a  <19968>  ?f   => ?a  <19835>  ?b	0.014018692	0.75	1	3	4	3	?a	0.0	0.0	0.0
?f  <19835>  ?b  ?a  <20539>  ?f   => ?a  <19835>  ?b	0.014018692	0.6	1	3	5	3	?a	0.0	0.0	0.0
?f  <19827>  ?b  ?a  <19932>  ?f   => ?a  <19835>  ?b	0.014018692	0.6	1	3	5	3	?a	0.0	0.0	0.0
?e  <19835>  ?b  ?e  <20217>  ?a   => ?a  <19835>  ?b	0.158878505	0.641509434	1	34	53	34	?a	0.0	0.0	0.0
?e  <19688>  ?a  ?e  <19835>  ?b   => ?a  <19835>  ?b	0.112149533	0.545454545	1	24	44	24	?a	0.0	0.0	0.0
?e  <19835>  ?b  ?e  <20412>  ?a   => ?a  <19835>  ?b	0.088785047	0.863636364	1	19	22	19	?a	0.0	0.0	0.0
?e  <19835>  ?b  ?e  <20554>  ?a   => ?a  <19835>  ?b	0.08411215	0.782608696	1	18	23	18	?a	0.0	0.0	0.0
?e  <19835>  ?b  ?e  <19928>  ?a   => ?a  <19835>  ?b	0.046728972	0.833333333	1	10	12	10	?a	0.0	0.0	0.0
?e  <19835>  ?b  ?e  <19919>  ?a   => ?a  <19835>  ?b	0.046728972	0.4	1	10	25	10	?a	0.0	0.0	0.0
?e  <19835>  ?b  ?e  <20082>  ?a   => ?a  <19835>  ?b	0.042056075	0.45	1	9	20	9	?a	0.0	0.0	0.0
?e  <19705>  ?a  ?e  <19835>  ?b   => ?a  <19835>  ?b	0.037383178	0.363636364	1	8	22	8	?a	0.0	0.0	0.0
?e  <19810>  ?a  ?e  <19835>  ?b   => ?a  <19835>  ?b	0.037383178	0.4	1	8	20	8	?a	0.0	0.0	0.0
?e  <19835>  ?b  ?e  <20148>  ?a   => ?a  <19835>  ?b	0.037383178	0.8	1	8	10	8	?a	0.0	0.0	0.0
?e  <19835>  ?b  ?e  <20357>  ?a   => ?a  <19835>  ?b	0.037383178	0.421052632	1	8	19	8	?a	0.0	0.0	0.0
?e  <19835>  ?b  ?e  <20121>  ?a   => ?a  <19835>  ?b	0.018691589	0.666666667	1	4	6	4	?a	0.0	0.0	0.0
?e  <19793>  ?a  ?e  <19835>  ?b   => ?a  <19835>  ?b	0.018691589	0.19047619	1	4	21	4	?a	0.0	0.0	0.0
?e  <19835>  ?b  ?e  <20233>  ?a   => ?a  <19835>  ?b	0.018691589	0.333333333	1	4	12	4	?a	0.0	0.0	0.0
?e  <19729>  ?a  ?e  <19835>  ?b   => ?a  <19835>  ?b	0.018691589	0.25	1	4	16	4	?a	0.0	0.0	0.0
?e  <19835>  ?b  ?e  <19968>  ?a   => ?a  <19835>  ?b	0.014018692	0.6	1	3	5	3	?a	0.0	0.0	0.0
?e  <19835>  ?b  ?e  <20539>  ?a   => ?a  <19835>  ?b	0.014018692	0.75	1	3	4	3	?a	0.0	0.0	0.0
?e  <20217>  ?a  ?e  <20499>  ?b   => ?a  <19835>  ?b	0.014018692	0.75	1	3	4	3	?a	0.0	0.0	0.0
?e  <20177>  ?a  ?e  <20499>  ?b   => ?a  <19835>  ?b	0.028037383	0.666666667	1	6	9	6	?a	0.0	0.0	0.0
?e  <20499>  ?b  ?e  <20554>  ?a   => ?a  <19835>  ?b	0.018691589	1	1	4	4	4	?a	0.0	0.0	0.0
?e  <19688>  ?a  ?e  <20499>  ?b   => ?a  <19835>  ?b	0.014018692	0.75	1	3	4	3	?a	0.0	0.0	0.0
?e  <20412>  ?a  ?e  <20499>  ?b   => ?a  <19835>  ?b	0.014018692	1	1	3	3	3	?a	0.0	0.0	0.0
?b  <20374>  ?a  ?b  <20508>  ?a   => ?a  <19873>  ?b	0.025466893	0.882352941	1	15	17	15	?a	0.0	0.0	0.0
?b  <19956>  ?a  ?a  <20375>  ?b   => ?a  <20131>  ?b	0.051282051	0.405228758	0.826666667	62	153	75	?b	0.0	0.0	0.0
?a  <19901>  ?b  ?b  <19956>  ?a   => ?a  <20131>  ?b	0.046319272	0.788732394	0.888888889	56	71	63	?b	0.0	0.0	0.0
?b  <19956>  ?a  ?a  <20144>  ?b   => ?a  <20131>  ?b	0.014061208	0.425	0.894736842	17	40	19	?b	0.0	0.0	0.0
?b  <19901>  ?a  ?b  <19956>  ?a   => ?a  <20131>  ?b	0.23573201	0.575757576	0.833333333	285	495	342	?b	0.0	0.0	0.0
?b  <19949>  ?a  ?b  <19956>  ?a   => ?a  <20131>  ?b	0.062861869	0.337777778	0.853932584	76	225	89	?b	0.0	0.0	0.0
?b  <19956>  ?a  ?b  <20131>  ?a   => ?a  <20131>  ?b	0.037220844	0.692307692	0.803571429	45	65	56	?b	0.0	0.0	0.0
?b  <19798>  ?a  ?b  <19956>  ?a   => ?a  <20131>  ?b	0.020678246	0.416666667	0.892857143	25	60	28	?b	0.0	0.0	0.0
?a  <19709>  ?b  ?b  <19901>  ?a   => ?a  <20131>  ?b	0.224152192	0.61036036	0.839009288	271	444	323	?b	0.0	0.0	0.0
?b  <19901>  ?a  ?a  <19901>  ?b   => ?a  <20131>  ?b	0.071133168	0.955555556	0.988505747	86	90	87	?b	0.0	0.0	0.0
?b  <19901>  ?a  ?a  <20375>  ?b   => ?a  <20131>  ?b	0.046319272	0.746666667	0.903225806	56	75	62	?b	0.0	0.0	0.0
?b  <19901>  ?a  ?a  <19956>  ?b   => ?a  <20131>  ?b	0.039702233	0.676056338	0.8	48	71	60	?b	0.0	0.0	0.0
?b  <19901>  ?a  ?a  <20144>  ?b   => ?a  <20131>  ?b	0.013234078	0.761904762	1	16	21	16	?b	0.0	0.0	0.0
?b  <19901>  ?a  ?b  <19949>  ?a   => ?a  <20131>  ?b	0.054590571	0.673469388	0.942857143	66	98	70	?b	0.0	0.0	0.0
?b  <19709>  ?a  ?b  <19901>  ?a   => ?a  <20131>  ?b	0.042183623	0.728571429	0.822580645	51	70	62	?b	0.0	0.0	0.0
?b  <19798>  ?a  ?b  <19901>  ?a   => ?a  <20131>  ?b	0.019023987	0.884615385	1	23	26	23	?b	0.0	0.0	0.0
?a  <19709>  ?b  ?b  <19949>  ?a   => ?a  <20131>  ?b	0.05955335	0.380952381	0.86746988	72	189	83	?b	0.0	0.0	0.0
?b  <19798>  ?a  ?b  <19949>  ?a   => ?a  <20131>  ?b	0.011579818	0.482758621	1	14	29	14	?b	0.0	0.0	0.0
?a  <19709>  ?b  ?b  <19798>  ?a   => ?a  <20131>  ?b	0.019023987	0.46	0.958333333	23	50	24	?b	0.0	0.0	0.0
?b  <19798>  ?a  ?a  <20375>  ?b   => ?a  <20131>  ?b	0.011579818	0.466666667	0.933333333	14	30	15	?b	0.0	0.0	0.0
?a  <19709>  ?b  ?a  <20375>  ?b   => ?a  <20131>  ?b	0.068651778	0.441489362	0.838383838	83	188	99	?b	0.0	0.0	0.0
?a  <19709>  ?b  ?a  <19901>  ?b   => ?a  <20131>  ?b	0.047973532	0.828571429	0.90625	58	70	64	?b	0.0	0.0	0.0
?a  <19709>  ?b  ?a  <20144>  ?b   => ?a  <20131>  ?b	0.014888337	0.428571429	0.9	18	42	20	?b	0.0	0.0	0.0
?a  <20144>  ?b  ?a  <20375>  ?b   => ?a  <20131>  ?b	0.014061208	0.566666667	0.944444444	17	30	18	?b	0.0	0.0	0.0
?a  <19754>  ?b  ?a  <20256>  ?b   => ?a  <19902>  ?b	0.022857143	0.4	1	4	10	4	?b	0.0	0.0	0.0
?b  <19709>  ?f  ?a  <19902>  ?f   => ?a  <19902>  ?b	0.314285714	0.333333333	0.808823529	55	165	68	?b	0.0	0.0	0.0
?b  <19709>  ?f  ?a  <19754>  ?f   => ?a  <19902>  ?b	0.045714286	0.177777778	1	8	45	8	?b	0.0	0.0	0.0
?b  <19709>  ?f  ?a  <20256>  ?f   => ?a  <19902>  ?b	0.028571429	0.192307692	1	5	26	5	?b	0.0	0.0	0.0
?b  <19709>  ?f  ?a  <20512>  ?f   => ?a  <19902>  ?b	0.011428571	0.25	1	2	8	2	?b	0.0	0.0	0.0
?b  <19956>  ?f  ?a  <20256>  ?f   => ?a  <19902>  ?b	0.022857143	0.153846154	1	4	26	4	?b	0.0	0.0	0.0
?f  <19680>  ?a  ?b  <20131>  ?f   => ?a  <19902>  ?b	0.017142857	0.333333333	1	3	9	3	?b	0.0	0.0	0.0
?a  <19754>  ?f  ?b  <19853>  ?f   => ?a  <19902>  ?b	0.051428571	0.473684211	0.9	9	19	10	?b	0.0	0.0	0.0
?b  <19853>  ?f  ?a  <20256>  ?f   => ?a  <19902>  ?b	0.028571429	0.384615385	0.833333333	5	13	6	?b	0.0	0.0	0.0
?b  <19853>  ?f  ?a  <20237>  ?f   => ?a  <19902>  ?b	0.017142857	0.6	1	3	5	3	?b	0.0	0.0	0.0
?b  <19853>  ?f  ?a  <19902>  ?f   => ?a  <19902>  ?b	0.017142857	0.5	1	3	6	3	?b	0.0	0.0	0.0
?b  <19798>  ?f  ?a  <19902>  ?f   => ?a  <19902>  ?b	0.114285714	0.043196544	0.8	20	463	25	?b	0.0	0.0	0.0
?b  <20152>  ?f  ?a  <20361>  ?f   => ?a  <19902>  ?b	0.068571429	0.206896552	0.8	12	58	15	?b	0.0	0.0	0.0
?a  <19902>  ?f  ?b  <20144>  ?f   => ?a  <19902>  ?b	0.034285714	0.6	0.857142857	6	10	7	?b	0.0	0.0	0.0
?b  <19886>  ?f  ?a  <20361>  ?f   => ?a  <19902>  ?b	0.022857143	0.210526316	1	4	19	4	?b	0.0	0.0	0.0
?b  <19759>  ?f  ?a  <19902>  ?f   => ?a  <19902>  ?b	0.011428571	1	1	2	2	2	?b	0.0	0.0	0.0
?a  <19902>  ?f  ?f  <19949>  ?b   => ?a  <19902>  ?b	0.148571429	0.376811594	0.838709677	26	69	31	?b	0.0	0.0	0.0
?a  <19902>  ?f  ?f  <20375>  ?b   => ?a  <19902>  ?b	0.142857143	0.245098039	0.806451613	25	102	31	?b	0.0	0.0	0.0
?f  <19798>  ?b  ?a  <19902>  ?f   => ?a  <19902>  ?b	0.114285714	0.689655172	0.833333333	20	29	24	?b	0.0	0.0	0.0
?f  <19759>  ?b  ?a  <19902>  ?f   => ?a  <19902>  ?b	0.011428571	0.5	1	2	4	2	?b	0.0	0.0	0.0
?a  <20361>  ?f  ?f  <20434>  ?b   => ?a  <19902>  ?b	0.022857143	0.5	0.8	4	8	5	?b	0.0	0.0	0.0
